pos	sem	tok
PRON AUX PART VERB ADV PUNCT	PRX FUT NOT EXS ALT NIL	This wo n't happen again .
DET NOUN VERB CCONJ VERB ADP PRON PUNCT	DST CON EPS COO EPS REL PRO NIL	That girl smiled and waved to me .
PRON VERB PRON ADP NOUN PUNCT	PRO EPS PRO REL CON NIL	I beat him at chess .
PROPN PUNCT PROPN AUX DET ADJ NOUN ADP PROPN PUNCT	PER ENS DEF PST ROL REL GPE NIL	Mitt~Romney is the former governor of Massachusetts .
PRON AUX VERB PROPN ADV PUNCT	PRO NOW EXG CON NOW NIL	I am studying English now .
PRON VERB ADP DET NOUN PUNCT NOUN PUNCT	PRO ENS REL DIS CON NIL	He works in a saw~mill .
DET NOUN AUX PRON PUNCT	HAS CON ENS PRX QUE	Whose beer is this ?
PRON NOUN AUX ADV SYM ADP PUNCT NOUN PUNCT	HAS CON NOW IST NIL	His clothes are out~of~fashion .
PRON VERB VERB NUM PUNCT	PRO NOW QUC NIL	I 'm twelve .
DET NOUN AUX VERB ADP NUM PUNCT	DEF CON PST EXS REL YOC NIL	The building was built in 1960 .
SCONJ DET NOUN VERB PUNCT DET ADJ NOUN VERB PUNCT	SUB DIS CON ENS NIL DEF IST CON ENS NIL	If a woman knows , the whole world knows .
PRON AUX AUX AUX ADJ PUNCT	PRO NOW PRG IST NIL	I 'm being sarcastic .
PRON AUX AUX ADJ ADV PUNCT	PRO FUT NIL IST FUT NIL	You 'll be dead someday .
PRON VERB PRON NOUN ADP PRON NOUN PUNCT	PRO EPS HAS CON REL HAS CON NIL	I tossed my dog onto my bed .
DET NOUN NOUN NOUN VERB NUM ADJ NOUN PUNCT	DEF CON EPS QUC IST CON NIL	The x-ray showed two broken fingers .
DET ADJ NOUN AUX ADJ ADP DET ADJ NOUN PUNCT	DEF COL CON NOW MOR REL DEF COL CON NIL	The white horse is taller than the black one .
PROPN VERB PROPN DET NOUN PUNCT	PER EPS PER DIS CON NIL	Tom handed Mary a banana .
PROPN VERB PRON NOUN PUNCT	PER EPS HAS CON NIL	Tom wiggled his toes .
DET NOUN VERB NOUN PUNCT NOUN PUNCT	PRX CON ENS CON NIL	This room has air~conditioning .
PRON VERB PRON PROPN PUNCT	PRO EPS HAS CON EMP	You destroyed my BMW !
PROPN PART NOUN NOUN PUNCT	PER HAS CON EPS NIL	Tom 's cellphone rang .
AUX PROPN VERB PUNCT	NOW PER EXG QUE	Is Tom kidding ?
DET NOUN ADP PROPN AUX ADV ADV ADP DET PROPN PUNCT	NOT CON REL GPE NOW EQU IST REL DEF GEO NIL	No river in Japan is as long as the Shinano .
PRON VERB PRON DET NOUN PUNCT	PRO EPS PRO DEF CON NIL	He threw me the apple .
PROPN AUX DET NOUN ADJ PUNCT	PER NOW DIS QUV IST NIL	Tom is a bit conceited .
PRON VERB ADP PRON PUNCT	PRO ENS REL PRO NIL	I blush for you .
PROPN AUX ADJ PUNCT	PER NOW IST NIL	Tom is unmerciful .
PRON VERB DET NOUN AUX AUX VERB PUNCT	AND EPS DEF CON NEC NIL EXS NIL	Whoever stole the money should be punished .
PRON VERB ADP PUNCT NOUN ADP DET ADJ NOUN PUNCT	PRO EPS IST REL DIS GPO ROL NIL	She fell in~love with a Russian immigrant .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	They unloaded the ship .
PRON AUX VERB DET NOUN ADP PRON ADJ NOUN PUNCT	PRO NOW EXG DIS CON REL HAS IST CON NIL	He is carrying a parcel under his right arm .
PROPN PART NOUN VERB PRON DET NOUN PUNCT	PER HAS ROL EPS PRO DIS CON NIL	George 's sister made me some sandwiches .
PRON NOUN PUNCT NOUN AUX ADJ PUNCT	HAS CON NOW IST NIL	Our living~room is sunny .
DET NOUN CCONJ PRON VERB NOUN SYM PART PUNCT NOUN PUNCT	DEF ROL GRP PRO EPS IST NIL	The teacher and I sat face~to~face .
DET NOUN VERB DET NOUN PUNCT	DEF ROL EPS DEF ROL NIL	The policeman chased the thief .
AUX PROPN VERB PUNCT	PST PER EXS QUE	Was Tom hurt ?
AUX PRON VERB DET NOUN PUNCT NOUN PUNCT	PST PRO EXS DIS CON QUE	Did you bring a hair~dryer ?
PRON NOUN AUX ADJ ADP PRON NOUN PUNCT	HAS ROL NOW IST REL HAS CON NIL	My son is ashamed of his behavior .
DET PROPN AUX VERB ADP NUM NOUN PUNCT	DEF GPE NOW EXS REL QUC CON NIL	The USA is composed of 50 states .
ADJ NOUN VERB ADP PROPN PROPN PROPN PUNCT	IST CON EPS REL GPE NIL	Terroristic actions happened in Sri~Lanka .
PROPN VERB ADP PROPN PUNCT	PER ENS REL GPE NIL	Laurie lives in Melbourne .
DET NOUN AUX PRON PUNCT	HAS CON ENS PRX QUE	Whose bike is this ?
PROPN VERB PROPN ADP ADP DET NOUN PUNCT	PER EPS PER REL REL DEF CON NIL	Tom picked Mary up at the airport .
PRON AUX ADJ ADP NOUN PUNCT	PRO NOW IST REL ROL NIL	It 's popular with students .
SCONJ ADP NOUN AUX PRON VERB PRON PUNCT	QUE REL CON PST PRO EXS PRO QUE	Where on earth did you meet him ?
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	He entered through the window .
PRON AUX VERB DET NOUN PUNCT	PRO PST EXG DIS CON NIL	She was eating a sandwich .
PRON VERB ADJ PUNCT NOUN PUNCT	PRO ENS CON NIL	I love green~peppers .
PROPN VERB PRON ADJ NOUN ADP PRON NOUN PUNCT	PER EPS HAS IST CON REL HAS CON NIL	Tom stored his old books under his bed .
PRON AUX VERB ADP PRON ADV PUNCT CCONJ NOUN ADV PUNCT	PRO NOW EXT REL PRO ALT NIL	He has lied to me again~and~again .
PROPN AUX VERB PUNCT PROPN PUNCT ADP PROPN PUNCT	GPE NOW EXS NIL LIT NIL REL CON NIL	"Spain is called "" España "" in Spanish ."
CCONJ PROPN CCONJ PROPN VERB PROPN PROPN PROPN PUNCT	NOT PER NOT PER ENS PER NIL	Neither Ania nor Magdalena love Justin~Bieber .
ADJ NOUN AUX VERB ADP PROPN PUNCT	GPO ROL PST EXS REL GPE NIL	American hostages were released in Tehran .
NOUN VERB NOUN PUNCT	CON EXS CON NIL	Cats catch mice .
DET NOUN AUX DET NOUN PUNCT	AND CON EQU DIS CON NIL	A dolphin is a mammal .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	He dug a hole .
PRON VERB DET NOUN PRON AUX DET NOUN PUNCT	PRO ENS DIS ROL AND ENS DIS ROL NIL	She has a daughter who is a pianist .
PRON VERB DET NOUN ADP PRON NOUN PUNCT	PRO EPS DIS CON REL HAS CON NIL	She turned a page of her book .
PRON NOUN VERB ADP NOUN PUNCT NOUN PUNCT	HAS ROL EPS REL CON NIL	My father died of lung~cancer .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	She slapped his face .
PRON VERB VERB ADP NOUN ADP DET NOUN PUNCT	PRO ENS REL CON REL DEF NOW NIL	I 'm on campus at the moment .
DET NOUN VERB ADP NUM PUNCT	DEF CON EPS REL CLO NIL	The meeting lasted until 5 .
PRON VERB PRON PUNCT	NOT EPS PRO NIL	Nobody understood me .
PROPN VERB PRON NOUN ADV PUNCT	PER EPS HAS CON IST NIL	Lenz shook his head hopelessly .
PRON AUX PROPN PROPN PROPN PART NOUN PART NOUN PUNCT	QUE EPS PER HAS ROL HAS CON QUE	What was Andrew~Jackson 's wife 's name ?
SCONJ AUX PROPN PROPN PROPN VERB PUNCT	QUE NOW PER EXS QUE	Where is Mae~West buried ?
PRON AUX DET NOUN ADP PROPN PROPN PROPN PROPN PROPN PART NOUN PUNCT	QUE ENS DEF CON REL PER HAS ROL QUE	What is the name of Kim~Il~Sung 's son ?
ADP PRON NOUN AUX PROPN PROPN PROPN VERB PUNCT	REL QUE CON PST PER EXS QUE	In what city was Emil~Fischer born ?
SCONJ ADJ NOUN AUX PROPN VERB PUNCT	QUE QUV CON NOW NTH EXS QUE	How many moons does Venus have ?
PRON ADJ NOUN AUX PROPN PROPN PROPN VERB ADP NUM PUNCT	QUE IST CON PST PER EXS REL YOC QUE	What famous verse did Sarah~Hale write in 1830 ?
SCONJ AUX PROPN PROPN PROPN VERB PUNCT	QUE PST PER EXS QUE	How did Jackie~Robinson die ?
PRON AUX DET ADJ NOUN ADP ADJ NOUN PUNCT	QUE ENS DEF IST CON REL COL CON QUE	What is the scientific name for red ants ?
PRON NOUN AUX VERB ADP PRON PUNCT	HAS ROL NOW EXS REL PRO NIL	My sister is engaged to him .
DET NOUN VERB NUM PUNCT CCONJ SYM DET SYM NOUN NOUN PUNCT	DEF CON ENS QUC UOM NIL	The play lasts two~and~a~half hours .
PRON AUX AUX ADJ ADP PRON PUNCT	PRO FUT NIL IST REL PRO NIL	You will be proud of me .
NUM PUNCT NUM NOUN PUNCT NOUN VERB NUM PUNCT NUM NOUN PUNCT PROPN PUNCT	QUC UOM EXS QUC UOM NIL	Thirty-five degrees~centigrade equals ninety-five degrees~Fahrenheit .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	He is dishonest .
DET ADJ NOUN VERB PROPN PROPN PROPN PUNCT	DEF GPO CON PER ROL PER CON NIL	The American people elected Mr Clinton President .
PRON VERB NUM NOUN PUNCT	NIL EPS QUC ROL NIL	There were 30 survivors .
PRON VERB ADP PRON PUNCT	PRO EPS REL PRO NIL	She stared at me .
NOUN AUX VERB NUM PUNCT PRON PUNCT	CON NEC EXS REF NIL	People should love one~another .
PRON NOUN AUX ADJ PUNCT	HAS CON NOW IST EMP	My vagina is beautiful !
PROPN AUX VERB ADP PROPN PROPN PROPN PUNCT	GPE NOW IST REL GPE NIL	Brazil is located in South~America .
PROPN VERB PRON NOUN PUNCT	PER EPS HAS CON NIL	Tom ironed his shirt .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	She is happy .
PRON AUX NUM ADP DET NOUN PUNCT CCONJ PROPN AUX NUM PUNCT	PRO PST QUC REL PRX CON NIL GRP PER PST QUC NIL	I was sixteen in this picture , and Tom was ten .
DET NOUN AUX VERB DET PROPN PROPN PROPN PUNCT	DEF CON PST EXG DEF GEO NIL	The boat was approaching the English~Channel .
PRON VERB DET NOUN ADP PRON NOUN PUNCT	PRO EPS DEF CON REL HAS CON NIL	He wiped the sweat from his forehead .
PROPN PART ADJ PUNCT	PER NOW IST NIL	Tom 's unscrupulous .
VERB PRON NOUN PUNCT NOUN PUNCT INTJ PUNCT	EXS HAS CON NIL IST NIL	Fasten your seat~belt , please .
PROPN AUX PART VERB ADV PUNCT VERB PRON PUNCT	PER NOW NOT EXT ALT NIL NOW PRO QUE	Tom has n't eaten yet , has he ?
PRON AUX VERB ADP PRON NOUN PUNCT	PRO PST EXS REL HAS ROL NIL	He was dumped by his girlfriend .
PRON VERB NOUN ADP DET PROPN PUNCT	PRO EPS CON REL DEF GEO NIL	I saw wolves in the Appennines .
PROPN AUX ADV ADJ PUNCT	PER PST INT IST NIL	Tom was very jealous .
PRON AUX VERB PRON NOUN PUNCT	PRO NOW EXT HAS CON NIL	You have overstepped your authority .
AUX PRON VERB DET NOUN ADP DET NOUN ADP PROPN PUNCT	NOW PRO EXS DIS CON REL DEF CON REL GPE QUE	Do you have a map of the city of Kyoto ?
PRON AUX PART VERB PRON PRON PUNCT	PRO POS NOT EXS PRO DIS NIL	You ca n't deny her anything .
DET NOUN AUX VERB ADP PROPN PUNCT	DEF CON PST EXS REL PER NIL	The picture was painted by Picasso .
DET NOUN VERB PRON ADP PRON NOUN PUNCT	DEF CON EPS PRO REL HAS CON NIL	The man robbed her of her bag .
PRON VERB DET NOUN NOUN PUNCT	PRO EPS DEF CON CON NIL	I swept the kitchen floor .
PROPN VERB PRON NOUN PUNCT	PER EPS HAS CON NIL	Tom stole my wallet .
PROPN AUX PART VERB NOUN PUNCT	PER NOW NOT EXS CON NIL	Tom does n't like bananas .
PROPN PROPN PROPN AUX DET ADJ NOUN PUNCT	PER EPS DIS GPO ROL NIL	Frank~Sinatra was an American singer .
PROPN VERB DET NOUN PUNCT	PER EPS DEF CON NIL	Mary milked the cow .
PRON VERB VERB ADP DET NOUN PUNCT	PRO PST EXG REL DEF CON NIL	He went hunting in the woods .
DET NOUN VERB ADV ADP PRON PUNCT	DEF CON EPS REL REL PRO NIL	The dog ran away from us .
AUX PRON VERB PROPN PUNCT	NOW PRO EXT PER QUE	Have you googled Tom ?
PROPN VERB DET NOUN PUNCT	PER EPS DEF CON NIL	Tom weeded the garden .
DET NOUN VERB DET ADJ NOUN PUNCT	DEF CON EPS DIS IST CON NIL	The earthquake triggered a powerful tsunami .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	She plunged into the water .
PRON AUX PART VERB PROPN PUNCT	PRO NOW NOT EXS CON NIL	I do n't speak English .
DET NOUN AUX PART VERB PUNCT	PRX CON NOW NOT EXS NIL	These headphones do n't work .
PROPN PROPN PROPN PUNCT	PER EPS PER NIL	Tom bit Mary .
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL DEF CON NIL	Tom headed for the elevator .
PRON VERB PRON NUM NOUN ADV PUNCT	PRO EPS PRO QUC UOM PST NIL	She met him three years ago .
PRON AUX DET NOUN PUNCT CCONJ PUNCT NOUN NOUN PUNCT	PRO ENS DIS IST CON NIL	It 's a cloak-and-dagger operation .
PRON AUX ADV ADJ PUNCT	PRO NOW INT IST NIL	He is extremely unbiased .
PROPN PROPN PROPN AUX DET ADJ NOUN PUNCT NOUN PUNCT	PER ENS DIS PST ROL NIL	Andre~Agassi is a former tennis~player .
SCONJ AUX PROPN VERB PUNCT	QUE NOW PER EXS QUE	Where does Tom live ?
DET NOUN VERB ADP PROPN NOUN PUNCT	DEF CON ENS REL GPE FUT NIL	The ship sails for Honolulu tomorrow .
PRON VERB VERB ADJ ADP NOUN PUNCT	PRO NOW IST REL CON NIL	I 'm allergic to carrots .
PRON VERB NOUN ADV ADP NOUN PUNCT	PRO ENS CON NOT REL CON NIL	I prefer bananas rather than apples .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	I solved the puzzle .
PRON NOUN AUX ADJ PUNCT PRON AUX ADJ PUNCT	HAS CON PST COL COO HAS PST COL NIL	His car was blue ; hers was red .
PRON VERB ADV NUM NOUN PUNCT	PRO ENS APX QUC UOM NIL	He weighs around 300 pounds .
PROPN AUX ADP DET NOUN PUNCT	PER ENS REL DEF CON NIL	Tom is on the loo .
DET NOUN AUX VERB PUNCT	DEF CON NOW EXG NIL	The dog is barking .
PROPN VERB NOUN PUNCT	PER ENS CON NIL	Tom plays hockey .
PROPN AUX DET ADJ NOUN PUNCT	PER ENS DIS PST ROL NIL	Tom is a former paratrooper .
PROPN VERB DET NUM PUNCT NOUN PUNCT ADJ NOUN PUNCT	PER ENS DIS QUC NIL UOM NIL DEG ROL NIL	Tom has a 13 - year - old daughter .
DET NOUN AUX ADJ PUNCT	DEF CON NOW IST NIL	The banana is sweet .
PROPN VERB ADV SYM ADP NOUN PUNCT	PER EPS REL CON NIL	Tom crawled out~of bed .
VERB DET NOUN AUX ADJ PUNCT	EXG DIS CON NOW IST NIL	Finding a house is stressful .
DET NOUN PRON VERB ADP DET NOUN VERB DET NOUN PUNCT	AND CON AND EPS REL DST CON EPS DIS ROL NIL	Every one who worked on that project became a millionaire .
PROPN VERB DET NOUN ADP PRON ADJ ADJ NOUN PUNCT	PER EPS DIS SCO REL HAS IST CON CON NIL	Tom got an A on his last French test .
DET NOUN AUX VERB ADP DET NOUN PUNCT	PRX CON NOW EXS REL DIS CON NIL	This film is based on a novel .
PROPN VERB DET NOUN PUNCT NOUN ADP PROPN PUNCT CCONJ PRON AUX PART VERB PRON PUNCT	PER EPS DIS CON REL PER NIL BUT PRO PST NOT EXS PRO NIL	Tom wrote a love~letter to Mary , but she did n't read it .
DET NOUN ADP NOUN VERB ADP PROPN PUNCT X PROPN PUNCT	DIS CON REL ROL EPS REL GPE NIL REL GPE NIL	A group of foreigners arrived in Edo , i.e. Tokyo .
PRON VERB VERB ADP NOUN ADV PUNCT	PRO NOW IST CON NOW NIL	I 'm off duty now .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DEF CON REL DEF CON NIL	He put the key in the lock .
VERB PRON VERB DET NOUN PUNCT	FUT PRO EXS DIS CON NIL	Let 's start a band .
PROPN AUX ADV ADJ PUNCT	PER NOW INT DEG NIL	Tom is very young .
PRON AUX PART ADJ ADP NOUN PUNCT	PRO NOW NOT IST REL CON NIL	I am not allergic to penicillin .
NOUN PRON VERB NUM PROPN PRON AUX VERB ADP PROPN PUNCT	PST PRO EPS QUC GPO AND NOW EXG REL GPE NIL	Yesterday I met two Americans who 're bicycling through Japan .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	He scratched his head .
PROPN VERB PART VERB PROPN PART NOUN PUNCT	PER EPS NIL EXS PER HAS CON NIL	Dan refused to publish Linda 's story .
NOUN AUX NOUN PUNCT	CON EQU CON NIL	Turtles are reptiles .
PROPN VERB PROPN ADP DET NOUN PUNCT	PER EPS PER REL DIS CON NIL	Tom hired Mary as an interpreter .
AUX PRON VERB PROPN PUNCT PROPN CCONJ PROPN PROPN PROPN PUNCT	NOW PRO EXS PER DIS PER QUE	Do you support Mitt~Romney or Barack~Obama ?
PROPN VERB PROPN PART NOUN ADP DET NOUN PUNCT	PER EPS PER HAS CON REL DEF CON NIL	Tom threw Mary 's phone into the pool .
PRON AUX ADJ PUNCT ADP PUNCT PRON PUNCT	PRO PST IST NIL	She was good~for~nothing .
PRON VERB NUM NOUN ADP DET NOUN PUNCT	PRO ENS QUC UOM REL DST CON NIL	I bet ten dollars on that horse .
PRON AUX AUX VERB PUNCT	PRO NOW EXG NIL	I 'm dancing .
PRON VERB NOUN ADP DET NOUN PUNCT	PRO EPS CON REL DEF CON NIL	She added milk to the coffee .
PROPN AUX VERB ADP NOUN PUNCT	PER PST EXG REL CON NIL	Tom was moaning in pain .
PROPN AUX ADJ ADP NOUN PUNCT	PER NOW IST REL CON NIL	Tom is allergic to wheat .
DET NOUN AUX VERB DET ADJ SYM NOUN	DIS CON NOW EXG DIS CON	A woman is playing an electric~guitar
PRON AUX VERB ADP DET NOUN	NOT NOW EXG REL DIS CON	Nobody is playing on a trampoline
PRON VERB PRON PROPN PUNCT	PRO EPS HAS CON EMP	You ruined my BMW !
PROPN AUX VERB ADP PROPN PROPN PROPN PROPN PROPN PUNCT	ORG PST EXS REL ORG NIL	Cisco was acquired by Infogear~Technology~Corp .
DET PROPN AUX NUM NOUN ADJ PUNCT	DEF GEO NOW QUC UOM DEG NIL	The Everglades is 50 mile wide .
DET ADJ ADJ NOUN ADP PROPN AUX VERB ADP PROPN NUM PUNCT	DEF ORD IST CON REL GPE PST EXS REL MOY YOC NIL	The first free elections in Iraq were held in January 2005 .
NOUN VERB ADP NUM PUNCT NUM PUNCT	CON ENS REL CLO NIL	School begins at eight-thirty .
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL DEF CON NIL	John ran into the room .
PRON AUX PART VERB NOUN ADV PUNCT	PRO NOW NOT EXT CON ALT NIL	I have n't eaten breakfast yet .
PRON VERB SCONJ PRON AUX PART VERB PUNCT	PRO EPS SUB PRO PST NOT EXS NIL	He replied that he did not know .
DET NOUN AUX VERB ADV ADP DET NOUN PUNCT	DEF CON NEC EXS REL REL PRX CON NIL	The government should do away with these regulations .
DET NOUN AUX PRON VERB PUNCT	QUE CON PST PRO EXS QUE	Which direction did he go ?
PRON VERB DET NOUN ADP PRON NOUN PUNCT	PRO EPS DIS CON REL HAS ROL NIL	She bought a dictionary for her sister .
PRON VERB PART VERB ADP PROPN PUNCT	PRO ENS NIL EXS REL GPE NIL	I want to go to Japan .
PRON VERB VERB PART ADJ SCONJ PRON AUX ADJ PUNCT	PRO NOW NOT IST SUB PRO NOW IST NIL	I 'm not ashamed that I am poor .
PROPN PROPN PROPN AUX VERB ADP DET NOUN PUNCT	PER PST EXS REL DIS ROL NIL	Steven~Jenkins was shot by a friend .
PRON VERB ADP PROPN PROPN PROPN NOUN CCONJ NOUN PUNCT	PRO EPS REL PER SCO GRP SCO NIL	He won over Kim~Tiilikainen 6:4 and 6:3 .
DET ADJ PROPN PROPN PROPN PROPN SYM ADP PROPN PROPN PROPN PROPN PUNCT PROPN PROPN PROPN PUNCT AUX VERB ADP PROPN ADP NUM PART NUM PROPN NUM PUNCT	DEF ORD ORG CON REL HAP NIL PST EXS REL GPE REL DOM REL DOM MOY YOC NIL	The second United~Nations Conference~on~Human~Settlements ( Habitat~II ) was held at Istanbul from 3 to 14 June 1996 .
PRON AUX DET ADJ NOUN ADP PROPN PUNCT	QUE ENS DEF TOP CON REL GPE QUE	What is the longest river in Norway ?
SCONJ ADJ NOUN AUX DET PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN VERB PUNCT	QUE QUV CON NOW DEF GPE ART EXS QUE	How many rooms does the Las~Vegas MGM~Grand~Hotel have ?
DET NOUN AUX NUM SYM NUM PUNCT	DEF CON ENS SCO NIL	The score is 1-0 .
PRON VERB NUM NOUN PUNCT	PRO ENS QUC CON NIL	He has two dogs .
PROPN AUX ADJ ADV PUNCT	PER NOW IST NOW NIL	Tom is OK now .
PROPN PART ADJ PUNCT	PER NOW IST NIL	Tom 's unarmed .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	He crossed his arms .
DET ADJ NOUN NOUN AUX DET DET NOUN ADV PUNCT	DEF CON NOW QUC DIS UOM DEG NIL	The post~office is half a mile away .
PRON VERB ADP PRON NOUN PUNCT	PRO EPS REL HAS CON NIL	He whistled for his dog .
PRON AUX VERB ADP ADP PROPN PUNCT	PRO PST EXG REL REL PER NIL	He was making out with Mary .
PROPN VERB PRON ADJ NOUN PUNCT	PER EPS HAS IST CON NIL	Tom removed his fake beard .
PRON VERB ADJ NOUN ADP DET NOUN PUNCT	NIL EPS IST CON REL DST CON NIL	There were nice pictures on that wall .
PRON VERB DET ADJ NOUN PUNCT NOUN PUNCT	PRO ENS DIS COL CON NIL	He owns a yellow sports~car .
PROPN NOUN AUX ADJ PUNCT	CON CON NOW IST NIL	Kale chips are addictive .
PRON AUX PART VERB PROPN PART NOUN PUNCT	PRO NOW NOT EXS PER HAS CON NIL	I do n't say Julia 's secret .
DET NOUN VERB ADP DET NOUN PUNCT NOUN PUNCT	DEF ROL EPS REL DEF CON NIL	The prisoners fled from the concentration~camp .
DET NOUN AUX VERB PUNCT	DEF CON NOW EXG NIL	The snake is wriggling .
PRON AUX AUX VERB PROPN PUNCT	PRO NOW EXT GEO NIL	I 've climbed Mt.~Aso .
PRON AUX VERB DET NOUN PUNCT	PRO PST EXG DIS CON NIL	I was eating a sandwich .
DET NOUN VERB PRON NOUN ADP DET NOUN PUNCT	DIS ROL EPS HAS CON REL DEF CON NIL	Some pickpocket stole my wallet on the train .
DET NOUN AUX ADV VERB ADP PRON NOUN PUNCT	DEF CON NOW INT IST REL HAS ROL NIL	The girl is deeply attached to her aunt .
PRON AUX AUX VERB PART VERB PUNCT	PRO NIL FUT NIL EXS NIL	I 'm going to puke .
PRON VERB PRON SCONJ PRON VERB PUNCT	PRO EPS PRO QUE PRO EPS NIL	He asked her where she lived .
PRON NUM PUNCT NOUN PUNCT ADJ NOUN VERB PRON ADP DET NOUN PUNCT	HAS QUC NIL UOM NIL DEG ROL EPS PRO REL DEF CON NIL	My three - year - old niece kissed me on the cheek .
PRON VERB ADP PRON PUNCT	PRO EPS REL PRO NIL	He nodded to me .
PRON PUNCT ADP SYM DET PUNCT ADJ PRON VERB VERB PUNCT	IST PRO EPS EXG NIL	All~of~a~sudden they stopped talking .
DET NOUN ADP PROPN VERB ADP NUM NOUN PUNCT	DIS CON REL GPE ENS APX QUC UOM NIL	A trip to Hawaii costs around 200 dollars .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	She roasted the turkey .
PRON AUX VERB NUM NOUN ADP NOUN PUNCT	PRO PST EXS QUC UOM REL EXG NIL	I was fined thirty dollars for speeding .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	I ordered a pizza .
PRON AUX ADV ADJ ADP PRON NOUN PUNCT	PRO PST INT IST REL HAS CON NIL	She was very happy with my gift .
PRON VERB AUX ADJ PUNCT	PRO NOW IST NIL	I 'm divorced .
VERB NUM ADV ADV PUNCT	EXS CTC EQU NOW NIL	Call 110 right now .
DET NOUN VERB ADP NUM NUM NUM NOUN PUNCT	PRX CON ENS APX QUC UOM NIL	This watch costs around fifty~thousand yen .
PROPN VERB PRON NOUN PUNCT	PER EPS HAS CON NIL	Tom lost his sunglasses .
DET NOUN VERB PUNCT	DEF ROL EPS NIL	The milkman died .
PRON AUX VERB NOUN PUNCT	PRO NOW EXG CON NIL	She 's eating spaghetti .
DET NOUN VERB DET NOUN ADP PROPN PUNCT DET PUNCT NOUN PUNCT	DEF CON ENS AND CON REL CON NIL	The shop sells all sorts of bric-a-brac .
PRON ADV VERB DET NOUN PUNCT	PRO PST EPS DIS CON NIL	I just touched a snake .
PRON VERB VERB DET NOUN ADJ PUNCT	PRO NOW DIS QUV IST NIL	I 'm a bit groggy .
DET ADJ PUNCT NOUN AUX PART VERB PUNCT	DEF CON FUT NOT EXS NIL	The front~door wo n't open .
VERB SCONJ NOUN AUX DET NOUN PUNCT ADP PUNCT NOUN PUNCT	EXG DST CON EPS DIS CON NIL	Climbing that mountain was a piece~of~cake .
PRON NOUN VERB PRON NOUN PUNCT	HAS CON ENS HAS CON NIL	Your success excites my envy .
DET ADJ NOUN AUX VERB ADP DET NOUN PUNCT	DEF DEG CON PST EXG REL DIS CON NIL	The old man was sitting on a bench .
PRON VERB ADP DET NOUN PUNCT	PRO ENS REL DIS CON NIL	He works at a pawnshop .
VERB DET NOUN AUX ADV ADJ PUNCT	EXG DIS CON NOW INT IST NIL	Riding a horse is really thrilling .
DET NOUN AUX ADJ SCONJ ADP DET NOUN PUNCT	DEF CON PST IST SUB REL DIS CON NIL	The train was late because of an accident .
PRON AUX ADV VERB ADP PRON NOUN PUNCT	PRO PST AND EXG REL HAS ROL NIL	She was always quarreling with her parents .
PROPN VERB DET PROPN PUNCT	PER EPS DIS GPO NIL	Tom married a Canadian .
PROPN VERB DET NOUN ADP DET NOUN PUNCT	PER EPS DEF CON REL DIS CON NIL	Tom wiped the glass with a dishcloth .
PROPN VERB ADP PRON NOUN PUNCT	PER EPS REL HAS CON NIL	Tom got off his horse .
PRON VERB VERB PUNCT	PRO EPS EXG NIL	She stopped laughing .
INTJ PUNCT	ITJ NIL	Damn .
PRON NUM PUNCT NOUN ADJ NOUN AUX VERB PUNCT	HAS QUC NIL UOM DEG ROL NOW EXG NIL	My six - month old son is teething .
ADJ NOUN VERB DET NOUN PUNCT	IST CON ENS NOT CON NIL	Fine words butter no parsnips .
DET NOUN AUX ADJ PUNCT	DEF CON NOW IST NIL	The proof is irrefutable .
PROPN ADV VERB ADP PUNCT NOUN PUNCT	PER NOT ENS IST NIL	Tom never sings in~public .
DET ADJ NOUN AUX VERB ADP VERB DET NOUN PUNCT NOUN PUNCT	DEF IST CON PST IST REL EXG DIS CON NIL	The little girl was absorbed in reading a fairy~tale .
PRON VERB NUM ADJ PUNCT NOUN PUNCT	PRO ENS QUC CON NIL	He has four mobile~phones .
PRON VERB ADP PRON PUNCT	NOT EPS REL PRO NIL	Nobody bowed to him .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	She crossed the street .
ADJ ADP PRON NOUN VERB ADP PROPN PUNCT	QUV REL HAS ROL ENS REL GPE NIL	Few of her friends live in Kyoto .
ADP NOUN ADP DET NOUN PUNCT VERB DET NOUN PUNCT	IMP NIL REL DIS CON NIL EXS DEF CON NIL	In case of a fire , use the stairs .
