pos	sem	tok
PROPN VERB ADJ PUNCT ADJ PUNCT	PER ENS CON NIL QUE QUE	Taro parla inglese , vero ?
PROPN AUX VERB DET NOUN PUNCT	PER NOW EXG DEF CON NIL	Tom sta mungendo la vacca .
PRON AUX DET NOUN PUNCT	PRO ENS DIS ROL NIL	Io sono uno stuntman .
PROPN AUX VERB PUNCT	PER NOW EXG NIL	Tom sta fumando .
NOUN VERB ADP PROPN PUNCT	PER ENS REL GEO NIL	Dean~Lynn~Hart vive in Truckee~River~Trail .
PROPN AUX DET NOUN ADJ PUNCT	PER EPS DIS ROL GPO NIL	Nikos~Kourkoulos era un attore greco .
PROPN AUX DET NOUN ADJ PUNCT	PER ENS DIS ROL GPO NIL	Klaus~Pohl è un drammaturgo tedesco .
DET NOUN VERB ADP NUM PUNCT	HAS ROL EPS DEF YOC NIL	Mio nonno nacque nel 1920 .
PRON AUX PROPN PUNCT	QUE ENS PER QUE	Chi è Anwar~Sadat ?
PROPN AUX ADV ADJ ADP PROPN PUNCT	PER NOW MOR IST REL PER NIL	Eduardo è più giovane di Roberto .
PROPN AUX ADV ADJ ADP PRON PUNCT	PER NOW MOR IST REL PRO NIL	Tom è più coraggioso di me .
PROPN AUX ADJ PUNCT	PER NOW IST NIL	Ken è felice .
PROPN AUX ADJ PUNCT	PER NOW IST NIL	Tom è furioso .
PRON ADV VERB DET NOUN PUNCT	PRO NOT ENS DEF CON NIL	Io non parlo il catalano .
DET NOUN VERB NUM NOUN PUNCT	DST CON ENS QUC UOM NIL	Quel libro costa 3000 yen .
AUX VERB DET NOUN PUNCT	NOW EXT DST CON NIL	Ho mangiato quella mela .
PRON AUX VERB PUNCT	PRO NOW IST NIL	Io sono assetata .
PROPN VERB PROPN PUNCT	PER EPS PER NIL	Mary schiaffeggiò Tom .
PROPN VERB PUNCT	PER EPS NIL	Tom urlò .
PRON PUNCT VERB ADJ PUNCT	DEF CON ENS NIL	L' oca starnazza .
DET NOUN PUNCT	PRX ENS NIL	Questo puzza .
NOUN AUX DET ADJ NOUN PUNCT	PER EPS DIS IST CON NIL	Hideyo~Noguchi era un grande uomo .
DET NOUN ADJ PUNCT	DEF CON ENS NIL	La rana gracida .
NOUN AUX VERB ADP PROPN PUNCT	PER NOW EXT REL GPE NIL	Napoleone~Bonaparte è nato in Corsica .
PROPN ADV AUX ADJ PUNCT	PER NOT NOW IST NIL	Tom non è strafatto .
PROPN PRON AUX VERB PUNCT	PER PRO NOW EXT NIL	Tom mi ha abbandonata .
AUX VERB ADP NUM PUNCT	PER EPS DEF YOC NIL	Oscar~Chisini morì nel 1967 .
PRON AUX VERB ADP NOUN PUNCT	PRO NOW EXT DIS CON NIL	Io ho mangiato del caviale .
PRON AUX DET NOUN ADP NOUN PUNCT	PRO EFS DEF CON REL CLO NIL	Lui berrà lo champagne a mezzanotte .
PRON VERB ADP PROPN PUNCT	PRO ENS REL GPE NIL	Lui vive a Tokyo .
DET PROPN VERB DET NOUN ADP DET PROPN PUNCT	DEF GPE ENS DEF CON REL DEF GPE NIL	Il Giappone importa le arance dal la California .
PROPN VERB DET NOUN PUNCT	PER EPS DIS CON NIL	Tom abbattè un albero .
PROPN AUX VERB DET NOUN PUNCT	PER NOW EXG DEF CON NIL	Tom sta tosando la pecora .
DET PUNCT NOUN AUX VERB ADP DET NOUN PUNCT	DST CON NOW IST REL HAS ROL NIL	Quell' uomo è innamorato di mia sorella .
DET PROPN VERB ADP PROPN PUNCT	DEF GPE ENS DEF GPE NIL	Il Texas confina col Messico .
PRON ADV AUX ADJ PUNCT	PRO NOT NOW IST NIL	Io non sono infelice .
PRON PUNCT NOUN ADJ PUNCT	DEF CON ENS NIL	L' anatra starnazza .
PROPN VERB DET NOUN PUNCT	PER EPS DEF CON NIL	Edison inventò la lampadina .
PROPN AUX VERB DET NOUN PUNCT	PER NOW EXT DEF CON NIL	Tom ha calciato il barattolo .
PROPN VERB DET NOUN ADP PROPN PUNCT	PER EPS DEF CON REL PER NIL	Tom diede la busta a Mary .
PRON ADV PRON AUX VERB PUNCT	PRO NOT PRO NOW EXT NIL	Io non gli ho parlato .
DET NOUN AUX VERB ADP NUM PUNCT	DEF CON NOW EXT DEF CLO NIL	Il gioco è finito alle nove .
PROPN PUNCT	ENS NIL	Nevica .
ADV VERB PROPN PUNCT	QUE ENS PER QUE	Dove lavora Raymond~Pettibon ?
PROPN AUX VERB PUNCT	PER NOW IST NIL	Tom è allerta .
PROPN VERB ADP PROPN ADP NUM PUNCT	PER EPS REL GPE REL CLO NIL	Tom arrivò a Boston alle 2:30 .
DET NOUN AUX VERB PUNCT	DEF CON NOW EXT NIL	Il cane ha abbaiato .
PROPN AUX VERB PUNCT	PER NOW EXG NIL	Tom sta sudando .
PROPN CCONJ PROPN AUX VERB ADP PROPN PUNCT	PER GRP PER NOW EXG REL CON NIL	Tom e Mary stanno giocando a Monopoli .
AUX ADJ PUNCT	NOW IST NIL	È pigro .
PRON PUNCT NOUN VERB PUNCT	DEF CON ENS NIL	L' uccello vola .
PRON VERB NOUN PUNCT INTJ PUNCT	PRO ENS CON NIL QUE QUE	Le manca esperienza , no ?
PROPN AUX VERB PUNCT	PER NOW EXG NIL	Tom sta sciando .
PROPN PROPN PUNCT	PER EPS NIL	Tom applaudì .
PRON AUX VERB PUNCT	PRO PRO EFS NIL	Io vi scorterò .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DEF CON REL DIS CON NIL	Io uccisi il ratto con un bastone .
DET NOUN AUX VERB PUNCT	DEF CON NOW EXG NIL	La nave sta affondando .
DET ADJ AUX ADV ADJ PUNCT	PRX CON NOW INT IST NIL	Questo animale è molto intelligente .
PRON ADV VERB NOUN PUNCT ADJ PUNCT	PRO NOT ENS CON NIL QUE QUE	Lei non ha figli , vero ?
PROPN AUX VERB DET NOUN ADP DET NOUN PUNCT	PER NOW EXT PRX CON REL DEF CON NIL	Tom ha fotografato questi edifici per la mostra .
ADJ VERB PROPN PUNCT	PER EPS PER NIL	Louis~Riel assassinò Scott .
PROPN AUX VERB ADP NUM PUNCT	PER PST EXS DEF YOC NIL	Zhao fu arrestato nel 1989 .
DET NOUN AUX VERB DET NOUN ADP NOUN PUNCT	DST CON NOW EXT DIS CON DEF CON NIL	Quel bambino ha tirato una pietra al cane .
PRON AUX DET NOUN PUNCT	PRO ENS DIS ROL NIL	Lui è uno sciattone .
DET NOUN ADV AUX VERB ADV PUNCT	PRX CON NOT NOW EXG NOW NIL	Queste macchine non stanno funzionando ora .
PROPN AUX VERB DET NOUN PUNCT	PER NOW EXG DIS CON NIL	Tom sta gonfiando un palloncino .
PROPN AUX VERB DET DET NOUN PUNCT	PER NOW EXT DEF HAS CON NIL	Tom ha stirato i suoi vestiti .
DET NOUN VERB PUNCT	PRX CON ENS NIL	Questo secchio perde .
PROPN VERB ADP NUM PUNCT	PER EPS DEF YOC NIL	Lincoln morì nel 1865 .
ADV VERB ADP PROPN PUNCT	PER EPS REL ART NIL	Mabel~Normand recitò in The~Extra~Girl .
PROPN AUX ADJ PUNCT	PER PST IST NIL	Tom era infelice .
PROPN VERB DET NOUN ADP PROPN PUNCT	PER EPS DIS CON REL GPE NIL	Brian comprò un rossetto per Kate .
DET NOUN AUX ADV ADJ ADP NOUN PUNCT	DST CON PST MOR IST REL CON NIL	Quei jet erano più veloci dei fulmini .
PRON VERB DET NOUN ADJ PUNCT	PRO ENS DIS CON IST NIL	Lui ha un cazzo enorme .
PRON VERB VERB ADP NOUN PUNCT	PRO ENS EXG REL CON NIL	Mi piace giocare a golf .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	Lei punse il palloncino .
PRON AUX VERB DET NOUN PUNCT	PRO NOW EXT DEF CON NIL	Lui ha arato il campo .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	Lui tirò la palla .
DET NOUN PROPN PUNCT	DEF CON ENS NIL	Il pipistrello stridisce .
PROPN PROPN AUX VERB ADP PROPN PUNCT	ROL PER NOW EXT REL GPE NIL	Papa Giovanni~Paolo~II è nato in Polonia .
PRON AUX DET NOUN PUNCT	PRO ENS DIS ROL NIL	Io sono un panettiere .
DET NOUN PROPN VERB ADP NUM PUNCT	DEF ROL PER EPS DEF YOC NIL	La regina Elisabetta~I morì nel 1603 .
AUX ADJ PUNCT	NOW IST NIL	È logico .
PRON AUX VERB NUM ADJ NOUN ADJ PUNCT	PRO NOW EXT QUC CON NIL	Io ho mangiato tre hot~dog .
DET ADJ NOUN ADJ ADJ AUX VERB ADP PROPN PUNCT	DEF ORD CON PST EXS DEF GPE NIL	La prima bomba~atomica fu sganciata sul Giappone .
PROPN AUX ADJ PUNCT	PER PST IST NIL	Tom era maleducato .
PRON VERB DET ADJ NOUN ADJ PUNCT	PRO EFS DIS IST CON GPO NIL	Io sposerò una bella donna estone .
PROPN ADV PROPN ADV PUNCT	NOW IST NIL	Sto così~così .
PROPN AUX VERB PUNCT	PER PST EXG NIL	Tom stava passeggiando .
PROPN AUX VERB PUNCT	PER NOW EXT NIL	Mary ha ridacchiato .
PRON AUX DET DET NOUN PUNCT ADJ PUNCT	DST EPS DEF HAS CON NIL QUE QUE	Quello era il vostro piano , vero ?
PROPN AUX ADJ PUNCT	PER NOW IST NIL	Tom è rivoltante .
PROPN AUX VERB DET NOUN PUNCT	PER NOW EXT DEF CON NIL	Edison ha inventato la lampadina .
PRON VERB DET DET NOUN PUNCT	PRO EPS DEF HAS CON NIL	Lei approvò il mio piano .
DET NOUN VERB DET NOUN PUNCT	DIS CON EPS DIS CON NIL	Un cane inseguiva un gatto .
PRON ADV VERB NOUN PUNCT	PRO NOT ENS CON NIL	Io non parlo estone .
PROPN AUX AUX ADJ ADP PRON PUNCT	PER NOW PFT IST REL PRO NIL	Tom è stato gentile con me .
PRON VERB DET NOUN ADP NOUN PUNCT	PRO ENS DIS CON REL CON NIL	Io tengo un diario in inglese .
PROPN VERB ADV PUNCT	PER ENS AND NIL	Tom esagera sempre .
DET NOUN PUNCT PROPN PUNCT AUX AUX VERB ADP PROPN PUNCT	DEF CON NIL ART NIL NOW PFT EXS REL PER NIL	Il film ' Speed ' è stato diretto da Jan~De~Bont .
NOUN VERB DET NOUN ADJ DET NOUN PUNCT	ROL EPS DEF CON REL DEF CON NIL	Mamma tagliò il formaggio co l coltello .
PROPN AUX ADP NOUN PUNCT	PER ENS REL CON NIL	Elaine è in ospedale .
PRON VERB DET NOUN PROPN PUNCT	QUE ENS DEF CON LIT QUE	Cosa significa la sigla ONU ?
PROPN VERB DET NOUN ADP DET DET NOUN PUNCT	PER EPS DEF CON REL DEF HAS CON NIL	Tom nascose il libro sotto il suo cuscino .
PRON VERB ADV ADJ PUNCT	PRX ENS INT IST NIL	Questo sembra abbastanza carino .
DET NOUN AUX VERB ADP DET NOUN PUNCT	DEF CON PST EXS REL DIS CON NIL	La barca era equipaggiata con un radar .
PROPN PRON VERB PUNCT	PER PRO EFS NIL	Tom la sentirà .
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL DEF CON NIL	Tom collaborò con la polizia .
PROPN AUX ADV ADJ ADP DET NOUN PUNCT	PER PST MOR IST REL QUV ROL NIL	Edgar~Degas era più fortunato di molti pittori .
PROPN VERB SCONJ PRON AUX ADJ PUNCT	PER ENS SUB PRO NOW IST NIL	Tom pensa che io sia gelosa .
PROPN ADV VERB PUNCT ADJ PUNCT	PER NOT EFS NIL QUE QUE	Tom non andrà , vero ?
ADP PROPN PRON VERB DET NOUN PUNCT	REL GPE NIL ENS QUV CON EMP	A Nara ci sono molti cervi !
PROPN ADV AUX VERB PUNCT	PER NOT NOW IST NIL	Tom non è svitato .
NOUN AUX DET PUNCT NOUN ADP NOUN PROPN PUNCT	PER ENS DEF ROL REL CON ART NIL	Michael~Crichton è l' autore del libro Jurassic~Park .
PROPN AUX VERB PUNCT	PER PST EXG NIL	Tom stava urlando .
DET NOUN VERB NUM NOUN PUNCT	DST CON ENS QUC UOM NIL	Quel CD costa 10 dollari .
PRON ADP DET NOUN AUX ADJ PUNCT	NOT REL DST CON NOW IST NIL	Nessuno di quei libri è interessante .
PROPN AUX VERB ADP PROPN PUNCT	GPE NOW IST REL GPE NIL	Damasco è situata in Siria .
PRON VERB DET NOUN PUNCT	PRO ENS DIS ROL NIL	Lui ha un figlio .
DET NOUN PRON VERB PUNCT	DST CON PRO ENS NIL	Quel tipo mi infastidisce .
PROPN AUX VERB PUNCT	PER NOW IST NIL	Tom è dispiaciuto .
PRON VERB ADP NOUN PUNCT	PRO ENS DIS CON NIL	Io voglio del gelato .
DET NOUN VERB NUM NOUN PUNCT	PRX CON ENS QUC UOM NIL	Questa caramella costa ottanta centesimi .
PROPN VERB DET NOUN ADP PRON PUNCT	PER EPS DIS CON REL PRO NIL	Mayuko progettò un abito per sé .
PROPN AUX VERB ADP NOUN ADJ PUNCT	PER PST EXS DEF ROL GPO NIL	Marlowe fu arrestato dalle autorità italiane .
PROPN AUX DET NOUN PUNCT	PER ENS DIS ROL NIL	Gianni~Versace è uno stilista .
PRON PRON VERB PUNCT	NOT PRO ENS NIL	Nessuno mi capisce .
PROPN AUX DET NOUN PUNCT	PER ENS DIS ROL NIL	Brad~Pitt è un attore .
PROPN ADP NOUN ADJ VERB ADP PROPN PUNCT	QUV REL CON IST ENS REL GPE NIL	Millioni di animali selvaggi vivono in Alaska .
PROPN VERB ADP DET PROPN ADP PROPN PUNCT	PER ENS REL DIS CON REL GPE NIL	Tom lavora per una ONG in Africa .
DET NOUN AUX ADJ PUNCT	DEF CON PST IST NIL	La porta era aperta .
PRON VERB VERB DET NOUN ADJ PUNCT	PRO POS EXS QUV CON GPO NIL	Io so parlare molte lingue africane .
DET NOUN VERB ADP DET NOUN PUNCT	DEF ROL EPS REL DIS CON NIL	Il cacciatore sparò a una volpe .
VERB PRON PUNCT	ENS AND NIL	Applaudono tutti .
PRON AUX DET NOUN ADJ PUNCT	PRO ENS DIS ROL IST NIL	Lui è un corridore veloce .
PRON AUX VERB DET PUNCT NOUN ADP NOUN PUNCT	PRO NOW EXT DIS CON REL CON NIL	Lui ha abbattuto quell' albero di ciliegio .
PROPN AUX ADV ADJ ADP PROPN PUNCT	PER NOW MOR IST REL PER NIL	Marius è più alto di Marcus .
PRON AUX VERB PUNCT	PRO PST IST NIL	Io ero disarmato .
DET NOUN VERB NUM NOUN PUNCT	DEF CON ENS QUC UOM NIL	Il biglietto costa cento euro .
PROPN AUX AUX VERB PUNCT	PER NOW PFT EXS NIL	Tom è stato pugnalato .
PROPN AUX ADJ PUNCT	PER NOW IST NIL	Tom è innovativo .
VERB DET NOUN PUNCT	EPS DEF CON NIL	Suonò la sirena .
DET NOUN PUNCT ADJ PRON VERB PUNCT	DEF CON PRO ENS NIL	La musica~classica mi conforta .
PROPN VERB PUNCT	PER EPS NIL	Tom sorrise .
PROPN VERB PRON PUNCT	PER ENS AND NIL	Tom spaventa tutti .
AUX ADJ PUNCT	NOW IST NIL	È facile .
PROPN AUX VERB PUNCT	PER NOW IST NIL	Tom è alzato .
NOUN PROPN PROPN VERB ADP PROPN PUNCT	PER EPS REL GPE NIL	Johann~Wolfgang~von~Goethe nacque in Germania .
PROPN AUX ADV ADJ PUNCT	PER NOW INT IST NIL	Tom è piuttosto egoista .
DET NOUN VERB ADP DET PUNCT PROPN PUNCT	PRX CON ENS REL DEF GPE NIL	Questo caffè viene da ll' Eritrea .
PROPN VERB ADP PROPN PUNCT	PER ENS REL GPE NIL	Tom abita a Boston .
DET NOUN PROPN DET NOUN ADJ PUNCT	DEF ROL EPS DEF CON IST NIL	Il chirurgo amputò la gamba sbagliata .
PROPN AUX VERB DET DET NOUN PUNCT	PER NOW EXT DEF HAS CON NIL	Tom ha abbracciato il suo cane .
DET NOUN AUX ADJ PUNCT	DEF CON PST IST NIL	Il vino era eccellente .
PROPN PROPN PROPN PUNCT	PER EPS PER NIL	Tom contattò Mary .
PROPN AUX VERB PUNCT	PER NOW EXT NIL	Tom ha ruttato .
PRON AUX VERB DET NOUN DET NOUN PUNCT	PRO NEC EXS DIS CON AND CON NIL	Noi dobbiamo tenere un diario ogni giorno .
PRON VERB DET ADJ NOUN ADJ PUNCT	PRO ENS DIS CON NIL	Io voglio un hot~dog .
PROPN AUX VERB PUNCT	PER NOW IST NIL	Tom è perplesso .
PROPN VERB PROPN PUNCT	PER EPS PER NIL	Tom inseguì Mary .
PROPN NOUN AUX ADJ PUNCT	HAS ROL NOW IST NIL	Mia madre è bella .
PROPN AUX ADJ PUNCT	PER NOW IST NIL	Tom è imprendibile .
PRON AUX VERB PUNCT	PRO NOW EXG NIL	Tu stai borbottando .
PROPN ADV AUX VERB PROPN PUNCT	PER NOT NOW EXT PER NIL	Tom non ha chiamato Mary .
PRON VERB PUNCT	PRO ENS NIL	Noi capiamo .
PROPN ADV VERB ADP NOUN PUNCT	PER NOT ENS REL CON NIL	Tom non gioca a golf .
PRON PRON AUX VERB PUNCT	DIS PRO NOW EXG QUE	Qualcuno la sta aspettando ?
ADV VERB PROPN PUNCT	QUE EPS PER QUE	Come morì Charles~Bukowski ?
PROPN AUX AUX VERB PUNCT	PER NOW PFT EXS NIL	Tom è stato catturato .
PROPN AUX VERB DET NOUN PUNCT	PER NOW EXG DEF CON NIL	Laura sta seguendo il telegiornale .
PROPN AUX VERB PUNCT	PER NOW EXT NIL	Tom ha sorriso .
PROPN AUX VERB PROPN DET NOUN PUNCT	PER NOW EXT GPE QUV CON NIL	Grant ha attaccato Vicksburg diverse volte .
DET PRON PRON VERB ADP NOUN AUX VERB PUNCT	AND CON AND EPS DEF CON PST IST NIL	Tutti quelli che venirono sulla strada furono sorpresi .
PROPN VERB ADP NOUN PUNCT	PER EFS REL CON NIL	Kelly apparirà in televisione .
DET NOUN AUX VERB DET NOUN ADJ PUNCT	DEF CON PST EXG DIS CON DEG NIL	Gli asini stavano trasportando dei pacchi pesanti .
DET NOUN AUX ADJ PUNCT	DEF CON PST IST NIL	Il dolore era atroce .
DET PROPN VERB DET PROPN PUNCT	DEF ORG EPS DEF ORG NIL	Il Manchester~United sconfisse il Fulham .
DET NOUN VERB ADP NUM PUNCT	DEF CON ENS REL CLO NIL	La scuola inizia alle 8:30 .
PRON AUX PROPN PUNCT	PRO EQU PER NIL	Io sono Antonio .
DET NOUN VERB DET NOUN PROPN PUNCT	DIS ROL EPS DEF ROL PER NIL	Un dottore esaminò il signor Brown .
PROPN AUX ADJ PUNCT	PER NOW IST NIL	Tom è forte .
PROPN VERB ADJ PUNCT	PER ENS IST NIL	Tom sembra preoccupato .
DET NOUN VERB PUNCT	DIS CON ENS NIL	Alcuni pesci volano .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	Lei è intelligente .
PRON AUX VERB ADP PRON PUNCT	PRO NOW EXG REL PRO NIL	Noi stiamo lavorando per voi .
PRON PUNCT NOUN AUX ADJ ADV NUM NOUN PUNCT	AND CON NIL DEG APX QUC UOM NIL	L' appendice è lunga circa 10 cm .
AUX AUX VERB ADP PROPN PUNCT	NOW PFT EXS REL PER NIL	È stato sedotto da Mary .
PROPN AUX VERB PUNCT	PER NOW IST NIL	Tom è riservato .
PROPN AUX VERB PUNCT	PER NOW EXG NIL	Tom sta sonnecchiando .
PROPN CCONJ PROPN AUX DET NOUN PUNCT	PER GRP PER PST AND IST NIL	Tom e Mary erano entrambi ubriachi .
PROPN VERB DET PROPN PUNCT	ORG EPS DEF ORG NIL	BSN comprò la RJR~Nabisco .
DET NOUN AUX VERB PUNCT	DEF CON NOW EXG EMP	La nave sta affondando !
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	Lui bevette una birra .
PROPN VERB VERB DET NOUN ADJ PUNCT	PER PST EXG DIS CON COL NIL	Tom stava indossando un cappello nero .
PRON ADP PRON AUX ADJ PUNCT	NOT REL PRO NOW IST NIL	Nessuna di noi è perfetta .
PROPN AUX VERB ADP DET NOUN PUNCT	PER PST EXT REL DIS CON NIL	Tom fu mangiato da una tigre .
PRON PUNCT NOUN AUX VERB ADP NOUN PUNCT	DEF CON NOW EXS DEF CON NIL	L' etichetta è incollata al bagagliaio .
DET NOUN AUX ADJ PUNCT	DEF CON NOW IST NIL	La torta è deliziosa .
DET NOUN ADP NOUN AUX ADV ADJ PUNCT	DEF CON REL PER NOW INT IST EMP	I libri di Jane~Austen sono molto belli !
PRON AUX VERB DET NOUN ADP NUM NOUN PUNCT	PRO NOW EXT PRX CON REL QUC UOM NIL	Io ho comprato questo cappello per 2000 yen .
ADV PRON AUX VERB PUNCT	POS PRO NOW IST NIL	Probabilmente lui è morto .
PRON NOUN ADP DET NUM PUNCT	PRO EFS REL DEF CLO NIL	Lei parte al le nove .
PROPN AUX ADV ADJ PUNCT	PER NOW INT IST NIL	Tom è estremamente infelice .
NOUN AUX DET ADJ NOUN ADP DET PROPN PUNCT	PER EPS DEF ORD ROL REL DEF GPE NIL	Qin~Shi~Huang fu il primo Imperatore del la Cina .
DET NOUN PROPN AUX VERB ADP PROPN PUNCT	DEF ROL PER NOW EXT REL GPE NIL	Il signor Zhao è morto a Pechino .
VERB AUX DET NOUN PUNCT	PER ENS DIS ROL NIL	Gabriel~Garcia~Marquez è uno scrittore .
PROPN NOUN VERB DET NOUN ADP NOUN PUNCT	HAS ROL EPS DEF CON DEF CON NIL	Mia madre mise la torta nel frigorifero .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	Lui calciò la palla .
DET DET NOUN AUX VERB PUNCT	DEF HAS CON NOW IST NIL	Le mie labbra sono serrate .
PROPN AUX AUX VERB PUNCT	PER NOW PFT EXS NIL	Tom è stato pugnalato .
DET NOUN NOUN PUNCT	DST CON ENS EMP	Quel cane puzza !
PROPN VERB DET NOUN PUNCT	PER EPS DEF CON NIL	Tom impostò il timer .
PRON AUX DET NOUN PUNCT	PRO ENS DIS ROL NIL	Io sono un camionista .
DET NOUN VERB ADP PROPN PUNCT	PRX CON ENS REL PER NIL	Questo libro appartiene a Tony .
PRON ADP DET NOUN AUX ADJ PUNCT	NOT REL PRX CON NOW IST NIL	Nessuno di questi libri è utile .
PRON AUX VERB PUNCT	DIS NOW EXT NIL	Qualcuno ha riso .
DET NOUN AUX NOUN PUNCT	PRX CON NOW IST NIL	Questa mela è marcia .
PRON VERB DET NOUN ADP PROPN PUNCT	PRO ENS DEF CON REL CON NIL	Io amo il formaggio di capra .
PROPN AUX ADJ PUNCT	PER NOW IST NIL	Tom è sveglio .
PROPN NOUN PROPN PUNCT	PER EPS PER NIL	Tom consolò Mary .
PROPN AUX ADJ ADP NOUN PUNCT	PER NOW IST REL CON NIL	Tom è allergico alla polvere .
PRON AUX VERB DET NOUN ADP DET NOUN PUNCT	PRO NOW EXT DIS CON REL DEF CON NIL	Lei ha comprato un giocattolo per il bambino .
PRON VERB PROPN PUNCT	AND ENS PER NIL	Tutti amano Tom .
PROPN VERB ADP PROPN PUNCT	PER EPS REL PER NIL	Dickson lavorava per Edison .
PRON AUX VERB ADP PROPN PUNCT	PER PST EXS REL GPE NIL	Nancy~Ianiero fu uccisa in Mexico .
NOUN AUX DET NOUN ADJ PUNCT	ORG ENS DIS CON GPO NIL	Verdens~Gang è un quotidiano norvegese .
PRON PUNCT PROPN ADJ ADP NOUN PUNCT	DEF GPE ENS REL CON NIL	L' America abbonda di petrolio .
ADV VERB PROPN PUNCT	QUE EPS PER QUE	Come morì Cleopatra ?
AUX VERB DET NOUN ADP PROPN PUNCT	NOW EXT DIS CON REL PER NIL	Ho comprato un portatile per Tom .
PROPN VERB DET NOUN PUNCT	PER ENS DIS CON NIL	Tom vuole dei popcorn .
DET NOUN VERB DET NOUN PUNCT	DEF CON EPS DIS CON NIL	I bambini cantarono delle canzoni .
PROPN AUX VERB PROPN PUNCT	PER NOW EXT PER NIL	Tom ha chiamato Mary .
NUM ADJ PUNCT	NOW IST QUE	Sei analfabeta ?
PROPN ADV AUX VERB PUNCT	PER NOT NOW EXG NIL	Tom non sta balbettando .
PROPN VERB PUNCT	NOW EXG NIL	Sto esagerando .
PROPN PRON VERB ADP PROPN PUNCT	PER PRO EPS REL PER NIL	Lucy lo disse a Mary .
NOUN AUX AUX VERB PUNCT	PER NOW PFT EXS NIL	Anna~Politkovskaya è stata uccisa .
PRON AUX VERB DET NOUN PUNCT	QUE NOW EXT DEF CON QUE	Chi ha inventato la radio ?
DET NOUN VERB NUM PROPN ADJ PUNCT	DEF CON ENS QUC UOM NIL	Il termometro segna 10 C° .
PROPN VERB PUNCT	PER EPS NIL	Tom piangeva .
PRON VERB ADP NOUN PUNCT	PRO EPS DEF CON NIL	Lui annegò nel fiume .
PRON PUNCT NOUN ADJ ADJ PUNCT NOUN VERB PUNCT	DEF CON EPS NIL	L' allarme~anti-incendio suonò .
PROPN AUX VERB DET NOUN PUNCT	PER NOW EXT DEF CON NIL	Tom ha inserito la password .
DET NOUN AUX ADV VERB PUNCT	DEF ROL NOW ALT EXG NIL	Gli investigatori stanno ancora indagando .
PROPN VERB ADP PROPN PUNCT	PER EPS REL PER NIL	Berlinguer subentrò a Natta .
ADJ AUX VERB ADP PROPN PUNCT	PER NOW EXT REL ORG NIL	Nelson~Beavers ha lavorato per Eurofins .
PRON AUX VERB ADP DET NOUN PUNCT	PRO PST EXS REL DIS CON NIL	Lui venne attaccato da uno squalo .
PRON AUX VERB DET NOUN PUNCT	QUE NOW EXT DEF CON QUE	Chi ha scoperto il radio ?
DET NOUN VERB DET NOUN PUNCT	AND CON ENS QUV CON EMP	Un diamante vale molto denaro !
PRON VERB PUNCT	DIS EPS NIL	Qualcuno urlò .
PRON ADV AUX VERB DET NOUN PUNCT	PRO NOT NOW EXG DEF CON NIL	Lei non sta infrangendo la legge .
PRON VERB VERB NOUN PUNCT	PRO ENS QUC UOM NIL	Io ho ventisette anni .
PROPN VERB PROPN PUNCT	PER EPS PER NIL	Mary sfotteva Tom .
PRON AUX VERB DET NOUN PUNCT	PRO NOW EXG DEF CON NIL	Io sto fotografando la donna .
PROPN ADV AUX ADJ PUNCT	PER NOT NOW IST NIL	Tom non è cattivo .
PROPN AUX VERB ADP VERB DET NOUN PUNCT	PER NOW IST REL EXG DIS CON NIL	Tom è imbarazzato a comprare dei preservativi .
DET NOUN VERB NUM NOUN PUNCT	DEF CON EPS QUC UOM NIL	La guerra durò due anni .
PRON AUX DET NOUN ADJ PUNCT	PRO ENS DIS ROL IST NIL	Lei è una cantante famosa .
DET NOUN VERB NOUN CCONJ PRON AUX VERB PUNCT	DST CON NOW EXT AND PRO NOW EXT NIL	Quella ragazza ha sorriso e mi ha salutata .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	Io sono sarcastica .
PROPN VERB DET NOUN PUNCT	PER EPS DEF CON NIL	Tom dimenava le dita .
PROPN AUX VERB PUNCT	PER NOW EXG QUE	Tom sta scherzando ?
PROPN AUX VERB PUNCT	PER NOW IST NIL	Tom è spietato .
DET NOUN VERB DET NOUN PUNCT	DEF ROL EPS DEF ROL NIL	Il poliziotto inseguì il ladro .
PROPN VERB ADP PROPN PUNCT	PER ENS REL GPE NIL	Laurie vive a Melbourne .
CCONJ PROPN CCONJ PROPN VERB PROPN PUNCT	NOT PER NOT PER ENS PER NIL	Né Ania né Magdalena amano Justin~Bieber .
DET NOUN VERB DET NOUN PUNCT	AND CON EXS DIS CON NIL	I gatti prendono i topi .
DET NOUN AUX DET NOUN PUNCT	AND CON EQU DIS CON NIL	Il delfino è un mammifero .
PRON AUX VERB DET NOUN PUNCT	PRO NOW EXT DIS CON NIL	Lui ha scavato un buco .
PRON AUX VERB PUNCT	PRO NOW EXT NIL	Lo ha schiaffeggiato .
PRON PRON VERB PUNCT	NOT PRO EPS NIL	Nessuno mi capiva .
