pos	sem	tok
PROPN VERB PRON DET NOUN PUNCT	PER EPS PRO DIS CON NIL	Tom rief mir ein Taxi .
PROPN PROPN PROPN PUNCT	PER ENS PER NIL	Tom küsst Maria .
PROPN PROPN DET NOUN ADP PUNCT	PER EPS DEF CON REL NIL	Tom schloss die Haustür auf .
PRON VERB NOUN PUNCT	PRO ENS CON NIL	Ich benutze Geburtenkontrolle .
NOUN AUX ADV ADV PUNCT	PER NOW NOW IST NIL	Jack ist jetzt ruhig .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	Er öffnete den Kofferraum .
PROPN VERB DET NOUN PUNCT	PER EPS DIS CON NIL	Tom trug einen Schutzhelm .
DET NOUN VERB ADP NUM NOUN PUNCT	AND CON ENS REL QUC ROL NIL	Eine Fußballmannschaft besteht aus elf Spielern .
DET NOUN AUX ADV DET NOUN ADV PUNCT	DEF CON NOW APX QUC UOM DEG NIL	Die Brücke ist ungefähr eine Meile lang .
PRON AUX NOUN VERB PUNCT	PRO PST LIT EXS NIL	Sie wurde Marie getauft .
PRON AUX NOUN PUNCT	PRO ENS CON NIL	Ich will Milch .
PRON VERB NOUN PUNCT	PRO EPS CON NIL	Ich spielte Tennis .
PRON AUX DET NOUN ADP NOUN VERB PUNCT	PRO NOW DEF CON REL CON EXT NIL	Ich habe den Eimer mit Wasser gefüllt .
PRON VERB PRON PUNCT	NOT EPS PRO NIL	Niemand ermutigte sie .
PRON AUX ADV ADV ADP PRON PUNCT	PRO NOW EQU IST REL PRO NIL	Sie ist so groß wie ich .
DET NOUN VERB ADV PUNCT	DEF CON EPS ALT NIL	Das Telefon klingelte erneut .
PRON VERB DET NOUN PUNCT	PRO EPS HAS CON NIL	Er betrat ihr Zimmer .
PROPN VERB ADP CCONJ VERB ADP DET NOUN PUNCT	PER EPS REL COO EPS REL DEF CON NIL	Margreth stand auf und ging in die Kammer .
ADV AUX PROPN VERB PUNCT	QUE PST ORG EXS QUE	Wo wurde Greenpeace gegründet ?
PRON AUX ADV PUNCT	PRO NOW IST NIL	Uns ist langweilig .
PRON VERB PART VERB PUNCT	PRO EPS NIL EXS NIL	Er versuchte zu entkommen .
PRON AUX DET NOUN VERB PUNCT	PRO NOW NOT CON EXT NIL	Ich habe keinen Gesetzen zuwidergehandelt .
PRON AUX PRON DET ADJ NOUN VERB PUNCT	PRO NOW PRO DIS IST CON EXT NIL	Ich habe mir ein rotes Tagebuch angeschafft .
DET NOUN AUX NUM NOUN ADV PUNCT	DEF ROL PST QUC UOM DEG NIL	Der Verstorbene war achtzig Jahre alt .
AUX PRON ADV ADP DET NOUN PUNCT	NOW PRO MOR REL HAS ROL QUE	Ist er größer als sein Bruder ?
DET NOUN VERB PUNCT	DEF CON ENS EMP	Das Telefon klingelt !
DET NOUN VERB DET NOUN ADP DET NOUN PUNCT	DEF CON EPS DIS CON REL DEF CON NIL	Der Junge zeichnete ein Bild an die Wand .
PRON AUX ADV NUM NOUN VERB PUNCT	PRO FUT TOP QUC UOM EXS NIL	Er wird höchstens 20 Dollar zahlen .
DET ADJ NOUN AUX ADP DET NOUN VERB PUNCT	DEF DEG CON PST REL DIS CON EXS NIL	Der alte Mann wurde von einem Auto überfahren .
DET NOUN VERB PUNCT	DEF CON ENS NIL	Das Huhn gackert .
DET NOUN VERB ADP PROPN PUNCT	HAS CON EPS REL SCO NIL	Unsere Mannschaft gewann mit drei~zu~eins .
PRON VERB PROPN PRON NOUN PUNCT	PRO EPS PER HAS CON NIL	Sie widersprachen Darwin s Evolutionstheorie .
PRON AUX ADV ADV PUNCT	PRO NOW ALT IST NIL	Ich bin auch arbeitslos .
PRON AUX ADV PUNCT	PRO NOW IST EMP	Du bist betrunken !
PRON AUX ADV NUM NOUN VERB PUNCT	PRO FUT TOP QUC UOM EXS NIL	Sie wird höchstens fünfzig Dollar zahlen .
PROPN PRON PROPN ADP DET NOUN VERB PUNCT	POS PRO PER REL DEF CON EXS QUE	Könntest du Shigemi von der Kinderkrippe abholen ?
PRON AUX ADV ADV PUNCT	PRO NOW NOW QUC NIL	Ich bin jetzt dreißig .
PRON VERB NUM NOUN PUNCT	PRO EPS QUC UOM NIL	Er lief fünf Meilen .
PROPN VERB NUM NOUN PUNCT	PER EPS QUC CON NIL	Accardo komponierte 24 Caprices .
PRON VERB PUNCT	NIL ENS NIL	Es hagelt .
NOUN AUX PART VERB PUNCT	CON PST NOT EXS NIL	Personen wurden nicht verletzt .
ADV AUX DET NOUN PUNCT	QUE ENS DEF GPE QUE	Wo sind die Pribilof-Inseln ?
PRON AUX ADV NUM NOUN VERB PUNCT	PRO FUT BOT QUC UOM EXS NIL	Das wird mindestens hundert Pesos kosten .
PRON AUX ADV DET NOUN VERB PUNCT	PRO NOW PST DIS CON EXT NIL	Ich habe früher ein Tagebuch geführt .
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL DEF CON NIL	Tom trat gegen den Fußball .
PROPN VERB PRON ADP DET ADJ NOUN PUNCT	PER EPS REF REL DIS DEG CON NIL	Tom wickelte sich in eine warme Decke .
PRON AUX PROPN ADV PUNCT	PRO NOW NOT IST NIL	Sie ist auf~keinen~Fall ehrlich .
PRON AUX DET NOUN DET NOUN VERB PUNCT	PRO NOW DEF CON DEF ROL EXT EMP	Wir haben das Flaggschiff des Feindes zerstört !
DET NOUN VERB PUNCT	DEF CON ENS NIL	Die Eiskrem schmilzt .
DET NOUN AUX ADV PUNCT	DEF CON NOW IST NIL	Das Mädchen ist einsam .
ADV AUX PROPN ADP NOUN VERB PUNCT	QUE NOW PER DEF CON EXT QUE	Warum ist Jane zum Bahnhof gegangen ?
PRON AUX ADJ NOUN PUNCT	PRO ENS COL CON NIL	Sie mag blaue Kleider .
PROPN AUX ADV ADV ADP DET NOUN PUNCT	PER NOW EQU IST REL HAS ROL NIL	Johanna ist genauso liebreizend wie ihre Schwester .
PRON AUX DET NOUN ADP PRON PUNCT	PRO NOW NOT IST REL PRO NIL	Ich habe keine Angst vor dir .
PRON AUX ADV ADV PUNCT	PRO PST INT IST NIL	Es war irgendwie lustig .
DET NOUN AUX ADV PUNCT	HAS CON NOW COL NIL	Mein Pullover ist lila .
PROPN AUX PROPN VERB PUNCT	ORG NOW ART EXT NIL	FermiLab hat Linux~LTS entwickelt .
PRON VERB DET NOUN PUNCT	PRO ENS HAS CON NIL	Ich brauche seine Hilfe .
PROPN VERB DET NOUN PUNCT	PER ENS DIS CON NIL	Tom hat einen Wagen .
DET NOUN AUX ADV PUNCT	HAS ROL NOW IST NIL	Mein Onkel ist verärgert .
DET NOUN VERB DET NOUN ADP PUNCT	DEF CON EPS DIS ROL REL NIL	Der Hund bellte einen Fremden an .
DET NOUN VERB NOUN ADP DET NOUN PUNCT	DEF CON EPS CON REL HAS CON NIL	Der Mann blies Rauch in ihr Gesicht .
PROPN AUX ADV PART ADV PUNCT	PER NOW EMP NOT IST NIL	Tom ist überhaupt nicht glücklich .
PRON VERB PRON NUM NOUN PUNCT	PRO ENS PRO QUC UOM NIL	Ich schulde ihm 100 Yen .
PRON VERB NOUN PUNCT PRON ADV AUX PUNCT	PRO ENS CON NIL AND IST NOW NIL	Sie verachtet Menschen , die faul sind .
DET NOUN AUX PROPN PUNCT	HAS ROL EPS ROL NIL	Mein Großvater war Müller .
PRON AUX PART VERB PUNCT	PRO NOW NOT IST NIL	Wir sind nicht verheiratet .
DET NOUN VERB NUM NOUN PUNCT	DEF CON ENS QUC UOM NIL	Das Buch kostet vier Dollar .
PRON AUX VERB PUNCT	QUE NOW EXT QUE	Wer hat gefurzt ?
PRON AUX DET NOUN ADP DET NOUN VERB PUNCT	PRO NOW DEF CON REL QUV CON EXT NIL	Sie hat den Saft von vielen Orangen ausgepresst .
PRON VERB DET NOUN X X NOUN PUNCT	PRO EPS DEF CON REL DEF CON NIL	Sie räumten den Schnee vo m Gehweg .
PROPN AUX ADV ADV PUNCT	PER NOW AND IST NIL	Tom ist immer online .
NOUN VERB DET NOUN PUNCT	ROL EPS DEF CON NIL	Diebe plünderten das Museum .
PRON VERB ADP PUNCT	PRO EPS REL NIL	Sie stand auf .
NUM AUX DET ADJ NOUN ADP NUM PUNCT	QUC EXS DEF ORD CON REL QUC NIL	Zwei ist die vierte Wurzel von sechzehn .
DET NOUN VERB ADP PROPN PUNCT	DEF CON EPS REL GPE NIL	Das Düsenflugzeug landete in Tokyo .
DET NOUN AUX PART ADV ADV ADP DET NOUN PUNCT	DEF GEO NOW NOT EQU IST REL DEF GEO NIL	Der Fuji ist nicht so hoch wie der Mount~Everest .
DET NOUN PUNCT X PUNCT AUX ADP PROPN VERB PUNCT	DEF CON NIL ART NIL PST REL PER EXS NIL	"Der Film "" Speed "" wurde von Jan~De~Bont geleitet ."
DET PROPN VERB ADP NOUN NUM PUNCT	DEF ART EPS DEF CON YOC NIL	Die Titanic sank im Jahre 1912 .
PRON AUX ADP NOUN ADV PUNCT	PRO NOW REL CON IST NIL	Er ist auf Staub allergisch .
NOUN VERB PUNCT	CON ENS NIL	Scheiße stinkt .
NOUN AUX VERB PUNCT	EXG NOW IST NIL	Spucken ist verboten .
PROPN AUX ADV PUNCT	PER NOW IST NIL	Tom ist sprachlos .
ADP PROPN VERB DET NOUN ADP PUNCT	REL GPE EPS DIS CON REL NIL	In Mexiko brach eine Revolution aus .
PRON VERB NOUN PUNCT	PRO ENS CON NIL	Wir essen Äpfel .
DET PROPN PROPN DET NOUN PUNCT	DEF CON EPS DIS CON NIL	Der Bär fraß einen Apfel .
PRON VERB ADV PUNCT	PRO ENS ALT NIL	Du schmunzelst wieder .
PRON VERB ADV PUNCT	PRO EPS IST NIL	Sie weinte bitterlich .
PROPN PRON ADP NOUN VERB PUNCT	FUT PRO DEF CON EXS EMP	Lass uns ins Teehaus gehen !
DET NOUN AUX ADV ADP PRON PUNCT	HAS ROL NOW MOR REL PRO NIL	Mein Sohn ist größer als ich .
PROPN AUX VERB PUNCT SCONJ PROPN VERB PUNCT	PER NOW EXT NIL QUE PER ENS NIL	Tom hat gesehen , wo Mary wohnt .
DET NOUN ADP NUM AUX NUM PUNCT	DEF CON REL QUC EXS QUC NIL	Die Quadratwurzel von hundertvierundvierzig ist zwölf .
PROPN VERB DET NOUN DET NOUN PUNCT	PER EPS DEF CON DIS CON NIL	Tom gab der Katze etwas Milch .
DET NOUN VERB ADP NOUN PUNCT	DEF CON EFS REL CLO NIL	Die Oper beginnt um sieben~Uhr .
PRON VERB PRON PUNCT	PRO EPS PRO NIL	Sie bezwang ihn .
PROPN VERB ADP PROPN PUNCT	PER EPS REL PER NIL	Tom tanzte mit Mary .
DET NOUN PROPN VERB ADP PROPN PUNCT	DEF CON ORG ENS REL GPE NIL	Die Rockgruppe Spocks~Beard kommt aus Japan .
DET NOUN PUNCT X PUNCT AUX ADP PROPN VERB PUNCT	DEF CON NIL ART NIL PST REL PER EXS NIL	"Der Film "" Speed "" wurde von Jan~De~Bont geleitet ."
PROPN AUX ADV VERB PUNCT	GPE PST QUV EXS NIL	London wurde mehrmals bombardiert .
DET NOUN VERB NOUN ADP PUNCT	AND CON EXS CON REL NIL	Ein Schwamm saugt Wasser auf .
PRON AUX ADP DET NOUN VERB PUNCT	PRO PST REL DEF CON IST NIL	Ich war an die Wärme gewöhnt .
PRON VERB ADP NUM CCONJ NUM PUNCT	PRO ENS REL CLO REL CLO NIL	Wir arbeiten von neun bis fünf .
DET NOUN AUX PART ADV PUNCT	DEF CON NOW NOT IST NIL	Das Wasser ist nicht trinkbar .
ADV	PER	Elke~Heidenreich
PROPN VERB PUNCT	PER EPS NIL	Tom nieste .
PRON VERB ADP DET NOUN ADP DET NOUN PUNCT	PRO EPS REL DEF CON REL DIS CON NIL	Ich geriet auf der Autobahn in einen Stau .
DET NOUN AUX VERB PUNCT	HAS CON NOW IST NIL	Meine Füße sind geschwollen .
PRON VERB PROPN PUNCT	PRO ENS LIT NIL	Ich heiße Sara .
PRON VERB DET NOUN PUNCT	PRO ENS DIS IST NIL	Ich rieche etwas Fauliges .
DET NOUN VERB ADV NOUN PUNCT	PRX CON ENS QUC CON NIL	Diese Halle fasst zweitausend Personen .
PROPN AUX ADV ADP PRON PUNCT	PER NOW MOR REL PRO NIL	Keisuke ist größer als ich .
ADV AUX PRON ADV ADP PRON PUNCT	ALT NOW PRO MOR REL PRO NIL	Noch bist du größer als ich .
DET NOUN VERB ADP NOUN PUNCT	DEF CON EPS DEF CON NIL	Die Kinder spielten im Garten .
AUX PRON ADV ADV ADP PRON PUNCT	NOW PRO EQU IST REL PRO QUE	Bist du so groß wie ich ?
PROPN PROPN AUX PRON PUNCT	HAS CON ENS PRX QUE	Wessen Fahrrad ist das ?
DET NOUN AUX ADV PUNCT	DEF GPO NOW IST NIL	Die Madrilenen sind verrückt .
PRON AUX VERB PUNCT	PRO NOW EXT NIL	Wir haben verloren .
PRON AUX ADV PUNCT	PRO NOW IST NIL	Wir sind glücklich .
DET NOUN VERB DET NOUN PUNCT	DEF CON EPS DEF CON NIL	Der Junge aß den Apfel .
PRON AUX DET ADJ NOUN PUNCT	PRO ENS DIS IST ROL NIL	Du bist ein hervorragender Küsser .
DET NOUN VERB DET NOUN PUNCT	DEF ROL EPS DEF ROL NIL	Der Kaufmann bestach den Politiker .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	Sie zerkrümelte einen Keks .
PRON AUX ADV NUM NOUN PUNCT	PRO ENS MOR QUC CON NIL	Er hat mehr~als fünf Wörterbücher .
PRON AUX ADV PUNCT	NOT NOW IST NIL	Niemand ist vollkommen .
DET VERB PRON ADP PUNCT	AND EPS PRO REL NIL	Alle lachten ihn aus .
DET PROPN	DEF HAP	Die Al-Aksa-Intifada
PRON VERB DET NOUN PUNCT	PRO ENS HAS CON NIL	Ich wische mein Zimmer .
PROPN AUX PART PROPN PUNCT	GPE ENS NOT GPE NIL	Italien ist nicht Griechenland .
PRON VERB NUM ADP PROPN PUNCT	PRO EPS YOC REL GPE NIL	Er ging 1970 nach London .
PRON AUX DET NOUN PUNCT	PRO ENS DIS CON NIL	Ich habe eine Kreditkarte .
DET NOUN VERB DET NOUN PUNCT	DEF CON EPS DEF ROL NIL	Das Publikum applaudierte der Schauspielerin .
PRON AUX ADV ADV PUNCT	PRO NOW INT IST NIL	Er ist sehr verständnisvoll .
PRON AUX VERB PUNCT	PRO NOW CLO NIL	Es ist zwanzig~Uhr .
DET NOUN AUX ADV ADV PUNCT	DEF CON NOW INT DEG NIL	Das Eis ist sehr dick .
PROPN AUX DET NOUN PUNCT	QUC EXS DIS CON NIL	Elf ist eine Primzahl .
DET NOUN VERB ADP NOUN PUNCT	DEF CON EPS REL CON NIL	Die Menge protestierte gegen Abtreibung .
PRON AUX ADV PUNCT	PRO NOW IST NIL	Du bist pedantisch .
PRON VERB NOUN PUNCT	NOT ENS CON NIL	Niemand mag Krieg .
PROPN AUX ADV PUNCT	PER NOW DEG NIL	Tom ist jung .
PRON AUX ADV VERB PUNCT	PRO NOW NOW IST NIL	Ich bin gerade beschäftigt .
PROPN PROPN DET NOUN PUNCT	PER ENS HAS CON NIL	Tom hasst seine Arbeit .
PROPN VERB DET NOUN ADP PUNCT	PER EPS HAS CON REL NIL	Tom nahm seine Brille ab .
PROPN VERB PUNCT	PER ENS NIL	Tom schwimmt .
PRON VERB DET NOUN PUNCT	PRO ENS DEF CON NIL	Sie schält die Kartoffeln .
DET NOUN VERB NUM NOUN ADP PUNCT	DEF CON EPS QUC CON REL NIL	Die Henne brütete fünf Eier aus .
PRON AUX ADV ADV PUNCT	PRO NOW NOW IST NIL	Ich bin jetzt unbewaffnet .
DET NOUN VERB DET NOUN PUNCT	DEF CON EPS HAS CON NIL	Der Hund beschnüffelte ihr Gepäck .
PRON VERB NOUN CCONJ PRON VERB ADV PUNCT	PRO ENS CON AND PRO ENS INT NIL	Ich habe Fußpilz und es juckt sehr .
DET NOUN AUX NUM NOUN VERB PUNCT	DEF ORG NOW QUC CON EXT NIL	Die White~Sox haben 24 Meisterschaften gewonnen .
PROPN NOUN AUX PRON PUNCT	HAS CON ENS PRX QUE	Wessen Buch ist das ?
PRON AUX DET NOUN PUNCT	PRO ENS DIS CON NIL	Ich habe ein Auto .
PRON VERB NOUN PUNCT	PRO ENS CON NIL	Er schreibt Bücher .
PRON AUX ADV NUM NOUN ADV PUNCT	PRO NOW TOP QUC UOM DEG NIL	Sie ist höchstens zwanzig Jahre alt .
PROPN VERB DET NOUN ADP DET NOUN ADV PUNCT	PER EPS DIS CON REL DEF CON REL NIL	Tom legte eine Kassette in den Videorekorder ein .
PROPN AUX PART PART VERB PUNCT	PER NOW NOT INT IST NIL	Tom ist nicht allzu helle .
PROPN VERB DET NOUN ADP NOUN PUNCT	PER EPS DEF CON REL CON NIL	Tom füllte den Eimer mit Wasser .
PROPN VERB DET NOUN PUNCT	PER EPS DEF CON NIL	Tom fuhr das Auto .
PROPN VERB NOUN PUNCT	PER ENS CON NIL	Tom fährt Lkw .
PRON VERB DET DET NOUN PUNCT	PRO EPS DIS QUV UOM NIL	Sie schlief ein paar Stunden .
NOUN AUX DET NOUN PUNCT	CON ENS HAS CON NIL	Hebräisch ist meine Muttersprache .
PRON VERB PRON PUNCT	PRO ENS PRO NIL	Du beängstigst mich .
PRON VERB DET NOUN ADP PRON PUNCT	PRO EPS DIS ROL REL PRO NIL	Ich begegnete einem Freund von mir .
DET NOUN VERB PRON PUNCT	PRX CON ENS PRO NIL	Diese CD gehört ihm .
PRON AUX NUM PUNCT	PRO NOW QUC NIL	Ich bin 18 .
DET NOUN AUX ADV PUNCT SCONJ PRON VERB PUNCT	DEF CON NOW IST NIL SUB PRO ENS NIL	Das Baby ist griesgrämig , da es zahnt .
DET NOUN AUX DET NOUN VERB PUNCT	DEF CON NOW DEF CON EXT NIL	Der Mann hatte das Brot gegessen .
PRON AUX DET NUM NOUN VERB PUNCT	PRO NOW APX QUC CON EXT NIL	Ich habe um~die 50 Öcken gezahlt .
PRON VERB DET NOUN PUNCT	PRO EPS HAS CON NIL	Er ergriff ihre Hand .
ADV VERB PRON DET ADJ NOUN ADP DET NOUN PUNCT	IST EPS PRO DIS IST CON REL HAS CON NIL	Plötzlich spürte ich einen stechenden Schmerz in meinem Magen .
DET NOUN AUX ADV NUM NOUN ADV PUNCT	DEF CON NOW APX QUC UOM DEG NIL	Die Mauer ist etwa dreißig Meter lang .
PRON VERB ADP NUM ADP PUNCT	PRO EFS REL CLO REL NIL	Ich stehe um sechs auf .
DET NOUN AUX NUM NOUN ADV PUNCT	DEF CON NOW QUC UOM DEG NIL	Der Turm ist 220 Meter hoch .
PRON VERB DET NOUN PUNCT	DIS EPS DEF CON NIL	Jemand öffnete die Tür .
DET NOUN VERB ADP NOUN PUNCT	DEF CON EPS DEF CON NIL	Der Affe fiel vom Baum .
DET NOUN VERB PRON ADP NOUN ADP PUNCT	DEF CON EPS PRO REL CON REL NIL	Die Polizei klagte ihn wegen Mord an .
PRON VERB ADJ NOUN ADP NOUN ADV PUNCT	PRO EPS IST CON REL CON REL NIL	Ich tauschte alte Zeitungen gegen Klopapier ein .
DET NOUN AUX VERB PUNCT	DEF CON NOW EXS NIL	Die Verhandlung ist vertagt .
PRON VERB DET NOUN DET NOUN PUNCT	PRO EPS DEF CON DIS CON NIL	Sie kaufte dem Jungen ein Spielzeug .
PRON DET NOUN ADP DET NOUN AUX ADV PUNCT	DIS DEF CON REL DEF CON PST IST NIL	Einige der Äpfel in der Schachtel waren schlecht .
PROPN VERB DET NOUN ADP NOUN PUNCT	PER ENS DIS CON REL CON NIL	Tom befüllt eine Flasche mit Wasser .
PROPN AUX PART ADV ADV ADP PROPN PUNCT	GPE NOW NOT EQU IST REL GPE NIL	Japan ist nicht so groß wie Kanada .
DET NOUN PROPN AUX ADV PUNCT	DEF CON NTH PST IST NIL	Die Familie Van~Horn war reich .
PRON VERB ADJ NOUN PUNCT	PRO EPS IST CON NIL	Er aß giftige Pilze .
PRON AUX DET NOUN VERB PUNCT	PRO NOW QUV CON EXT NIL	Sie haben viele Wettbewerbe gewonnen .
PROPN AUX ADP NOUN VERB PUNCT	PER PST REL GPE EXS NIL	Napoleon wurde nach St.~Helena verbannt .
PROPN VERB DET NOUN PUNCT	PER ENS HAS CON NIL	Tom bügelt sein Hemd .
PROPN AUX NUM NOUN VERB PUNCT	PER ENS QUC PST ROL NIL	Tom hat drei Ex frauen .
PROPN VERB NUM NOUN PUNCT	ORG ENS QUC UOM NIL	General~Dynamics verliert 374~Millionen Dollar .
DET NOUN PUNCT	AND EPS NIL	Alle lachten .
PRON AUX ADV NUM NOUN PUNCT	PRO ENS BOT QUC CON NIL	Ich habe mindestens zehn Bücher .
PRON VERB PRON DET NOUN PUNCT	PRO EPS PRO DIS CON NIL	Er gab ihm ein Buch .
PRON VERB ADP PROPN PRON NOUN PUNCT	PRO EPS REL PER HAS CON NIL	Man trat in Friedrich s Kammer .
PRON VERB ADP NOUN PUNCT	PRO EPS DEF CON NIL	Ich ging zum Bahnhof .
PROPN AUX ADP DET NOUN VERB PUNCT	PER NOW REL DIS ROL EXT NIL	Maria hat mit einem Kollegen geschlafen .
PRON AUX NOUN PUNCT	PRO ENS ROL NIL	Sie ist Lehrerin .
PRON AUX PART VERB PUNCT	PRO NOW NOT EXT NIL	Ich habe nicht geträumt .
PRON AUX ADP ADJ NOUN PUNCT	PRO ENS DEF ORD CON NIL	Ich bin im siebten Stock .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DIS CON REL DEF CON NIL	Ich nahm ein Buch aus dem Regal .
PROPN AUX ADP DET NOUN VERB PUNCT	PER PST REL DIS CON EXS NIL	Tom wurde von einem LKW überfahren .
PRON VERB PRON DET NOUN PUNCT	PRO EPS PRO HAS CON NIL	Er reparierte mir meine Uhr .
PROPN PRON DET NOUN NOUN PUNCT	EXS PRO DIS CON CON NIL	Bring mir einen Eimer Wasser .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DEF CON EXT NIL	Sie hat die Eier gekocht .
ADV AUX DET ADJ NOUN PUNCT	PER ENS DIS GPO ROL NIL	Mohamed~Dib ist ein algerischer Schriftsteller .
PRON VERB PRON ADP PROPN PUNCT	PRO ENS NOT REL GPE NIL	Ich kenne niemanden in Boston .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	Ich schwitzte unter den Armen .
DET NOUN VERB ADP ADJ NOUN NUM PUNCT	PRX CON EFS REL DOM MOY YOC NIL	Dieses Angebot endet am 15. August 1999 .
DET NOUN AUX ADP DET NOUN VERB PUNCT	DIS CON NOW REL DEF CON EXT NIL	Ein Tiger ist aus dem Zoo ausgebrochen .
PROPN VERB NUM NOUN ADP PROPN PUNCT	PER EPS QUC UOM REL GPE NIL	Tarō bleib drei Tage in Tōkyō .
PRON AUX PRON VERB PUNCT	PRO NOW PRO EXT NIL	Sie hat ihn gekniffen .
PROPN AUX DET NOUN PUNCT	PER ENS DIS CON NIL	Tom ist ein Spanner .
DET NOUN VERB DET NOUN PUNCT	PRX CON ENS NOT CON NIL	Diese Katze jagt keine Ratten .
ADP PROPN VERB PRON DET NOUN PUNCT	REL GPE ENS NIL QUV CON NIL	In Afrika gibt es viele Löwen .
PRON VERB ADV DET NOUN PUNCT	PRO ENS NOT HAS CON NIL	Er übersetzt nie meine Sätze .
PRON AUX ADV ADV ADP DET NOUN PUNCT	PRO NOW EQU IST REL HAS ROL NIL	Sie ist genauso schön wie ihre Mutter .
DET NOUN ADP PROPN AUX ADV PUNCT	DEF CON REL GPE NOW DEG NIL	Die Straßen auf Hokkaidō sind breit .
PROPN AUX ADP DET NOUN VERB PUNCT	PER PST REL DIS CON EXS NIL	Bill wurde mit einer Pistole getötet .
PROPN VERB DET NOUN PUNCT	PER EPS DEF CON NIL	Tom melkte die Kuh .
DET NOUN VERB PUNCT	DEF CON ENS NIL	Die Socken stinken .
NOUN	PER	Sandra~Maischberger
VERB	PER	Gabi~Keast
PRON AUX VERB PUNCT	PRO FUT EXS NIL	Er wird warten .
PRON AUX ADV ADP PRON PUNCT	PRO NOW MOR REL PRO NIL	Sie ist größer als er .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DEF CON EXT NIL	Wir haben die Wohnung vermietet .
DET NOUN AUX NOUN PUNCT	AND CON EQU CON NIL	Alle Androiden sind Roboter .
PROPN AUX VERB PUNCT	PER NOW EXT NIL	Tom ist gestorben .
CCONJ PROPN CCONJ PROPN VERB NOUN PUNCT	NOT PER NOT PER ENS CON NIL	Weder Tom noch Maria sprechen Spanisch .
DET NOUN VERB DET NOUN PUNCT	DEF ROL EPS DEF ROL NIL	Die Ärzte behandelten die Verwundeten .
PROPN AUX ADV NUM NOUN ADV ADP PROPN PUNCT	PER NOW APX QUC UOM MOR REL PER NIL	Tom ist etwa drei Jahre älter als Maria .
PRON AUX PRON NUM NOUN VERB PUNCT	PRO NOW PRO QUC UOM EXT NIL	Ich habe ihr fünf Dollar gezahlt .
PROPN AUX ADV ADP NOUN PUNCT NOUN CCONJ NOUN PUNCT	PER NOW IST REL CON REL CON GRP CON NIL	Tom ist allergisch auf Bienen , Hornissen und Wespen .
PRON AUX DET NOUN VERB PUNCT	PRO NOW HAS CON EXT NIL	Ich habe meine Schlüssel eingesteckt .
PRON AUX VERB PUNCT	QUV PST EXS NIL	Viele wurden erschlagen .
NOUN VERB NOUN PUNCT	CON ENS CON NIL	Haie fressen Fische .
PRON VERB PRON NUM NOUN PUNCT	PRO ENS PRO QUC UOM NIL	Ich schulde dir 3000 Yen .
ADV NUM NOUN VERB PUNCT	APX QUC CON ENS NIL	Ungefähr zehn Leute warten .
PRON VERB PRON PUNCT	PRO ENS PRO NIL	Sie hasst ihn .
PROPN AUX PROPN VERB PUNCT	ORG NOW ORG EXT NIL	GUS hat Wehkamp verkauft .
PRON VERB PRON PUNCT	NOT ENS PRO NIL	Niemand liebt mich .
PROPN AUX DET ADJ NOUN PUNCT	PER ENS DIS IST ROL NIL	Tom ist ein geschickter Zimmermann .
PRON AUX PART ADV PUNCT	PRO NOW NOT IST NIL	Du bist nicht fit .
PRON VERB PRON DET NOUN PUNCT	PRO EPS PRO HAS CON NIL	Sie zeigte ihm seinen Platz .
DET PROPN NOUN ADP DET NOUN PUNCT	DEF CON ENS REL DEF CON NIL	Das Baby schläft in der Wiege .
PRON AUX ADV ADP DET NOUN PUNCT	PRO NOW IST REL DIS CON NIL	Ich bin allergisch gegen einige Medikamente .
DET NOUN AUX ADV VERB PUNCT	DEF CON NOW ALT IST NIL	Der Server ist wieder ausgefallen .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DEF CON REL DIS CON NIL	Er formte den Ton zu einer Kugel .
DET NOUN NOUN ADP DET NOUN PUNCT	DIS CON ENS REL DEF CON NIL	Ein Hund schläft auf der Veranda .
DET NOUN VERB ADV PROPN PUNCT	PRX CON ENS QUC UOM NIL	Dieses Buch kostet dreitausend Yen .
PRON VERB PROPN ADP ADV DET NOUN PUNCT	PRO EPS PER PST LES QUC UOM NIL	Ich sah Tom vor weniger~als einer Stunde .
PROPN AUX ADV NOUN VERB PUNCT	PER NOW PST CON EXT NIL	Tom hat früher Gedichte geschrieben .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DEF CON EXT NIL	Ich habe das Buch vergessen .
PROPN PROPN PRON PUNCT	PER ENS PRO NIL	Tom hasst dich .
PROPN VERB DET NOUN ADP PROPN PUNCT	PER EPS HAS CON REL PER NIL	Tom verbarg seine Wut vor Mary .
PROPN VERB PROPN DET PROPN PUNCT	PER EPS PER DIS CON NIL	Tom reichte Maria einen Cocktail .
DET NOUN AUX ADP NOUN PUNCT	DEF CON ENS DEF CON NIL	Das Hausboot ist im Bootshaus .
