pos	sem	tok
DET NOUN AUX ADP NOUN VERB PUNCT	DEF ROL PST REL ROL EXS NIL	De journalist werd door terroristen ontvoerd .
PRON VERB PRON PUNCT	PRO EPS PRO EMP	Hij kneep me !
PROPN VERB PROPN PUNCT	PER EPS PER NIL	Louis~Riel vermoordde Scott .
DET NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT	DEF CON ENS REL DEF CON REL DEF CON NIL	De stad ligt aan de voet van de berg .
DET NOUN VERB DET NOUN ADP DET NOUN PUNCT	DST CON EPS DIS CON REL DEF CON NIL	Dat kind wierp een steen naar de hond .
PRON AUX DET NOUN NOUN ADJ PUNCT	PRX NOW DIS QUC UOM IST NIL	Dit is een miljoen yen waard .
DET NOUN VERB ADP ADP DET NOUN PUNCT	DEF CON ENS REL REL DEF GEO NIL	De rivier komt uit in de Pacifische~oceaan .
PRON VERB DET NOUN ADJ VERB PUNCT	PRO NOW DEF CON COL EXT NIL	Ik heb het dak lichtblauw geverfd .
PROPN PROPN AUX NOUN PUNCT	PER EPS HAS CON NIL	Tom streek zijn kleren .
DET NOUN VERB PUNCT	DST CON ENS NIL	Die emmer lekt .
PROPN VERB ADP NOUN PUNCT	PER EPS REL ART NIL	Mabel~Normand speelde in The~Extra~Girl .
PRON VERB DET NOUN ADP PRON NOUN ADP PUNCT	PRO EPS DEF CON REL HAS CON REL NIL	Hij veegde het zweet van zijn gezicht af .
DET NOUN AUX DET ADJ NOUN PUNCT	AND CON EXS DIS IST CON NIL	De egel is een klein dier .
ADV VERB PROPN PUNCT	QUE EPS PER QUE	Waar overleed Irving~Mitchell ?
PRON AUX VERB PUNCT	PRO NOW EXT NIL	Hij heeft geboerd .
PROPN VERB DET NOUN ADP PROPN PUNCT	PER EPS DEF CON REL PER NIL	Tom gooide de sleutels naar Mary .
PRON NOUN VERB ADP DET NOUN PUNCT	HAS ROL ENS REL DIS CON NIL	Mijn broer werkt in een benzinestation .
PROPN AUX DET NOUN PRON VERB PUNCT	PER NOW NOT CON PRG EXS NIL	Millie is geen water aan~het drinken .
NOUN VERB AUX VERB ADP PROPN PUNCT	ROL PER PST EXS REL GPE NIL	Paus Johannes~Paulus~II werd geboren in Polen .
PRON VERB PRON ADP NUM PUNCT	PRO EPS PRO REL CLO NIL	Ik verwachtte je om 11~uur .
PRON VERB DET NOUN PUNCT	PRO ENS DIS ROL NIL	Ik ben een bakker .
DET NOUN VERB PRON ADP NOUN PUNCT	DEF CON EFS PRO REL CLO NIL	De wekker wekt me om zeven~uur .
DET NOUN VERB PRON ADP DET PROPN PUNCT	QUE CON ENS DIS REL DEF GPE QUE	Welke taal spreken ze in de VS ?
NOUN PROPN VERB ADP NUM PUNCT	ROL PER EPS REL YOC NIL	Koningin Elizabeth overleed in 1603 .
PRON AUX DET NOUN PUNCT	QUE ENS DST CON QUE	Wie is die persoon ?
NOUN AUX ADV NUM NOUN VERB PUNCT	PER NOW MOR QUC CON EXT NIL	Jiro~Akagawa heeft meer~dan 480 romans geschreven .
PRON NOUN AUX NOUN PUNCT CCONJ PRON NOUN AUX ADJ PUNCT	HAS ROL NOW IST NIL BUT HAS ROL NOW IST NIL	Mijn oom is mager , maar mijn tante is dik .
PRON VERB ADV ADP PRON PUNCT	PRO NOW IST REL PRO NIL	Ik heb genoeg van hem .
PRON AUX ADJ ADP PRON NOUN PUNCT	PRO NOW IST REL HAS ROL NIL	Ik ben gelukkig met mijn vriendin .
ADV VERB DET ADJ NOUN ADP NOUN PUNCT	NIL ENS DIS IST CON REL GEO NIL	Er is een nieuw restaurant op Cherry~Avenue .
PRON VERB PUNCT PROPN PUNCT PUNCT	QUE EPS NIL ART NIL QUE	"Wie regisseerde "" North~by~Northwest "" ?"
ADP DET NOUN VERB PROPN PUNCT	REL QUE CON EPS PER QUE	Bij welke partij hoorde Noriega ?
DET NOUN VERB ADP DET NOUN ADP PROPN PUNCT	DEF CON EPS REL DEF CON REL GPE NIL	Het vliegtuig landde op het vliegveld in Narita .
DET NOUN VERB PRON NUM NOUN PUNCT	DEF CON EPS PRO QUC UOM NIL	De bank leende hem vijfhonderd dollar .
PROPN AUX DET NOUN VERB PUNCT	PER NOW DEF CON EXT NIL	Edison heeft de elektrische~lamp uitgevonden .
PRON AUX PRON ADV ADJ PUNCT	PRO NOW HAS CON EXT NIL	ik heb mijn enkel verzwikt .
PRON VERB PRON ADV PUNCT	PRO EPS PRO CON NIL	Ze zwaaide me gedag .
PRON VERB DET PROPN PUNCT	PRO ENS NOT CON NIL	Ik spreek geen Ests .
PRON VERB ADV NUM NOUN ADV PUNCT	PRO EPS APX QUC UOM PST NIL	Hij vertrok ongeveer tien minuten geleden .
NOUN PROPN AUX VERB ADP NOUN PUNCT	ROL PER PST EXS REL ROL NIL	President Alfredo~Cristiani werd aangevallen door demonstranten .
DET NOUN PUNCT PROPN PUNCT AUX VERB ADP PROPN PUNCT	DEF CON NIL ART NIL PST EXS REL PER NIL	De film ' Speed ' werd geregisseerd door Jan~de~Bont .
PRON VERB DET ADV ADP DET NOUN PUNCT	PRO EXS AND CON REL DEF CON NIL	Hij wandelt elke morgen in het park .
NOUN VERB DET NOUN ADP DET NOUN PUNCT	ROL EPS DEF CON REL DIS CON NIL	Moeder sneed de kaas met een mes .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	Hij is ziek .
DET NOUN AUX ADP DET NOUN PUNCT	DEF CON ENS REL DEF CON NIL	De hond is in het huis .
PROPN VERB PRON NOUN PUNCT	PER EPS HAS ROL NIL	Tom bespioneerde zijn kamergenoot .
PROPN AUX ADP DET NOUN PUNCT	PER ENS REL DEF CON NIL	Elaine is in het ziekenhuis .
ADV VERB DET NOUN PROPN ADP PUNCT	QUE ENS DEF CON LIT REL QUE	Waar staat de afkorting VN voor ?
PRON AUX PRON VERB PUNCT	PRO NOW NOT EXT EMP	Ik heb niets verstaan !
ADV PRON AUX NUM PUNCT	ALT PRO NOW QUC NIL	Ook ik ben zeventien .
PRON NOUN AUX NUM NOUN ADP PROPN VERB PUNCT	HAS ROL NOW QUC UOM REL GPE EXT NIL	Mijn oom heeft twee jaar in Washington~D.C. gewoond .
PROPN AUX DET NOUN PUNCT	PER ENS DIS CON NIL	Tom is een heer .
PROPN VERB SCONJ PRON NOUN AUX PUNCT	PER ENS SUB PRO IST NOW NIL	Tom denkt dat ik jaloers ben .
PROPN AUX DET NOUN ADP DET NOUN PUNCT PROPN PUNCT PUNCT	PER ENS DEF ROL REL DEF CON NIL ART NIL NIL	Michael~Crichton is de auteur van het boek ' Jurassic~Park ' .
DET NOUN VERB NOUN DET NOUN PUNCT	DEF CON EPS REL DEF CON NIL	De jachthond liep richting het bos .
PROPN AUX PRON VERB PUNCT	PER PST PRG EXS NIL	Tom was aan~het huilen .
AUX DET NOUN VERB PUNCT	NOW PRX CON IST QUE	Is dit restaurant geopend ?
PRON VERB PRON NOUN PUNCT	PRO ENS HAS CON NIL	Hij houdt zijn woord .
NOUN VERB PRON PROPN PUNCT	CON ENS PRO LIT NIL	Mensen noemen haar Yotchan .
PRON AUX DET NOUN ADP PROPN PUNCT	QUE ENS DEF CON REL PER QUE	Wat is de voornaam van Milosevic ?
PRON VERB NOUN NOUN PUNCT	PRO ENS IST CON NIL	Ik verkies slappe koffie .
PRON VERB DET NOUN PUNCT	PRO ENS DIS ROL NIL	Hij heeft een zoon .
DET NOUN VERB PRON PUNCT	DST CON ENS PRO NIL	Die kerel ergert mij .
PRON VERB PRON PUNCT	PRO EPS PRO NIL	Ik omhelsde haar .
PRON AUX PRON VERB PUNCT	PRO NOW PRO EXT NIL	Je hebt ons verraden .
PRON AUX ADJ PUNCT	PRO ENS ROL NIL	Hij is tandarts .
DET NOUN NOUN AUX ADP PROPN VERB PUNCT	PRX CON CON PST REL GPE EXS NIL	Dit plastic eekhoorntje werd in China gemaakt .
PROPN AUX DET NOUN PUNCT	PER ENS DIS ROL NIL	Gianni~Versace is een ontwerper .
PRON VERB PRON PUNCT	NOT ENS PRO NIL	Niemand begrijpt me .
PRON VERB PUNCT	NIL ENS NIL	Het regent .
PRON VERB DET NOUN NOUN ADP PRON NOUN PUNCT	PRO NOW DIS CON EXT REL HAS CON NIL	Ik heb een appelboom geplant in mijn tuin .
PROPN AUX DET NOUN PUNCT	PER ENS DIS ROL NIL	Brad~Pitt is een acteur .
ADP PROPN VERB NOUN VERB NOUN PUNCT	REL GPE ENS QUV IST CON NIL	In Alaska wonen miljoenen wilde dieren .
PRON AUX PRON VERB PUNCT	PRO NOW PRO EXT NIL	Ze heeft me gedumpt .
PRON VERB NUM NOUN PUNCT	PRO ENS QUC CON NIL	We hebben twee kinderen .
PRON VERB PRON ADJ PUNCT	PRO NOW AND EXT NIL	Je hebt alles verpest .
DET NOUN VERB PUNCT	DEF ROL EPS NIL	De leraar grijnsde .
DET NOUN AUX ADJ PUNCT	DEF CON NOW IST NIL	De maan is helder .
DET NOUN AUX PRON VERB PUNCT	DEF CON PST PRG EXS NIL	De kinderen waren aan~het vliegeren .
PROPN AUX VERB ADP PROPN PUNCT	PER PST EXS REL GPE NIL	Johann~Wolfgang~von~Goethe werd geboren in Duitsland .
PROPN VERB PRON NOUN PROPN PUNCT	PER EPS HAS CON LIT NIL	Mike noemde zijn hond Spike .
PRON VERB NOUN ADP PRON NOUN CCONJ VERB PRON PUNCT	PRO EPS CON REL HAS CON COO EPS PRO NIL	Hij schonk melk in zijn tea en roerde het .
PRON AUX DET ADJ VERB PUNCT	DST ENS DIS IST CON NIL	Dat is een goedkope uitvlucht .
DET NUM NOUN VERB ADP DET NOUN PUNCT	DEF QUC CON EPS REL DEF CON NIL	De twee honden vochten voor het been .
PRON AUX NUM NOUN ADJ SCONJ PRON PUNCT	PRO NOW QUC UOM MOR REL PRO NIL	Ze is twee jaar jonger dan hij .
DET NOUN VERB PRON VERB PUNCT	DEF ROL EPS DEF CON NIL	De jager vilde het hert .
DET NOUN AUX DET ADJ NOUN VERB PUNCT	DEF ROL NOW DEF IST CON EXT NIL	De chirurg heeft het verkeerde been afgezet .
DET NOUN AUX ADJ PUNCT	DEF CON PST IST NIL	De wijn was uitstekend .
PRON AUX DET ADJ NOUN PUNCT	DST ENS DIS IST CON NIL	Dat is een mooi verhaal .
DET NOUN AUX ADP NOUN PUNCT	DEF CON NOW IST ROL NIL	De stad is vol toeristen .
PROPN VERB PROPN DET NOUN PUNCT	PER EPS PER DEF CON NIL	Tom gaf Mary de zaklamp .
PRON AUX DET ADJ NOUN PUNCT	QUE ENS PRX IST CON QUE	Wie is dit mooie meisje ?
ADV AUX VERB ADP PROPN PUNCT	ORG NOW EXS REL ORG NIL	MG~Rover is gekocht door Airbus .
NOUN PROPN VERB NUM NOUN PUNCT	ROL PER ENS QUC CON NIL	Meneer Brown heeft vier kinderen .
PRON NOUN AUX ADJ PUNCT	HAS ROL NOW IST NIL	Mijn moeder is mooi .
PRON AUX ADJ SCONJ PRON NOUN PUNCT	PRO NOW MOR REL HAS ROL NIL	Hij is groter dan zijn vader .
PRON AUX ADV ADJ SCONJ PRON PUNCT	PRO NOW QUV MOR REL PRO NIL	Zij is veel groter dan ik .
PROPN VERB PRON NOUN PUNCT	PER EPS HAS CON NIL	Tom schraapte zijn keel .
DET NOUN ADP DET NOUN VERB NOUN PUNCT	DEF CON REL DEF CON ENS CON NIL	De hitte van de zon verhardt klei .
PRON AUX ADJ ADP PRON PUNCT	PRO NOW IST REL PRO NIL	Ze is vriendelijk tegen hem .
PRON VERB NUM NOUN PUNCT	PRO ENS QUC ROL NIL	We hebben twee dochters .
PRON VERB PRON PUNCT	PRO ENS PRO NIL	We begrijpen het .
PRON VERB PROPN PUNCT	PRO ENS CON NIL	Ik leer Perzisch .
ADV VERB DET NOUN ADP DET NOUN PUNCT	NIL ENS DIS CON REL DEF CON NIL	Er zit een aal in het water .
PROPN VERB DET NOUN NOUN PUNCT	PER EPS DIS QUV CON NIL	Brian nam een paar rozen .
NOUN VERB ADP PROPN PUNCT	PER EPS REL MOY NIL	Maciek overleed in december .
NUM NOUN VERB PROPN PUNCT	QUE ROL ENS GPE QUE	Hoeveel inwoners heeft Irak ?
ADV VERB NOUN PUNCT	QUE EPS PER QUE	Hoe stierf Charles~Bukowski ?
PRON VERB ADP DET NOUN ADP DET NOUN PUNCT	NIL ENS REL DEF CON REL DST CON NIL	Het krioelt van de vissen in die rivier .
PRON NOUN AUX VERB PUNCT	HAS CON PST EXS NIL	Mijn horloge werd gestolen .
SYM VERB PROPN PUNCT	ORG EPS ORG NIL	Manchester~United versloeg Fulham .
PRON VERB PRON VERB PUNCT	PRO FUT PRO EXS NIL	Ik ga hem neerschieten .
DET NOUN VERB ADP NOUN PUNCT	DEF CON ENS REL CLO NIL	De school begint om half~negen .
PRON AUX PROPN PUNCT	PRO EQU PER NIL	Ik ben Antonio .
DET NOUN VERB NOUN PROPN PUNCT	DIS ROL EPS ROL PER NIL	Een dokter onderzocht meneer Brown .
PROPN VERB PRON ADP PUNCT	PER EPS REF REL NIL	Tom kleedde zich om .
PRON VERB NOUN PUNCT	PRO EPS CON NIL	Hij dronk bier .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	Ik ben gelukkig .
PROPN AUX ADJ PUNCT	PER NOW IST NIL	Tom is sterk .
PRON VERB PRON PUNCT	PRO EPS PRO NIL	Ik at het .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	Zij is intelligent .
PRON AUX ADJ SCONJ PRON PUNCT	PRO NOW MOR REL PRO NIL	Ik ben groter dan je .
NOUN AUX DET NOUN PUNCT	PER EPS DIS ROL NIL	Leo~Tolstoj was een vegetariër .
PRON AUX ADJ SCONJ PRON PUNCT	PRO NOW MOR REL PRO NIL	Jij bent groter dan ik .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	We huurden een film .
PROPN VERB PROPN PUNCT	ORG EPS ORG NIL	BSN kocht RJR~Nabisco .
PRON AUX ADJ SCONJ PRON NOUN PUNCT	PRO NOW MOR REL HAS ROL NIL	Ik ben ouder dan uw broer .
PRON VERB ADP PRON NOUN ADP VERB PUNCT	PRO EPS REL HAS CON NIL EXS NIL	Ik aarzelde om zijn graf te verlaten .
AUX PRON NOUN ADJ PUNCT	NOW HAS CON IST QUE	Is jouw hond gemeen ?
DET NOUN VERB PUNCT	DEF CON ENS EMP	Het schip zinkt !
DET NOUN AUX ADJ PUNCT	DEF CON NOW COL NIL	De hemel is blauw .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	Hij dronk een bier .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DEF CON EXT NIL	Je hebt de wet gebroken .
PRON VERB ADP NOUN PUNCT	PRO ENS REL CON NIL	Ik hou van disco-muziek .
PROPN AUX ADP DET NOUN VERB PUNCT	PER NOW REL DIS CON EXS NIL	Tom is door een tijger opgegeten .
DET NOUN AUX ADJ PUNCT	DEF CON NOW IST NIL	De taart is heerlijk .
PRON AUX ADJ ADJ PUNCT	PRO NOW POS IST NIL	Hij is waarschijnlijk dood .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	Ze masseerde zijn rug .
NOUN AUX DET ADJ NOUN ADP PROPN PUNCT	PER EPS DEF ORD ROL REL GPE NIL	Qin~Shi~Huang was de eerste keizer van China .
PROPN VERB ADP PROPN PUNCT	PER EPS REL GPE NIL	Zhao stierf in Peking .
DET NOUN VERB ADP PUNCT	DEF CON ENS REL NIL	De zonsopgang breekt aan .
PRON AUX DET NOUN ADP PRON NOUN VERB PUNCT	PRO NOW DEF CON REL HAS ROL EXT NIL	Hij heeft het bedrijf van zijn vader geërfd .
PRON VERB ADP NOUN PUNCT	PRO ENS REL CON NIL	Hij zit aan tafel .
PRON NOUN VERB DET NOUN ADP DET NOUN VERB PUNCT	HAS ROL NOW DEF CON REL DEF CON EXT NIL	Mijn moeder heeft de taart in de koelkast gelegd .
NUM NOUN VERB PROPN PUNCT	QUE ROL ENS GPE QUE	Hoeveel inwoners heeft Tsjetsjenië ?
PRON VERB DET NOUN PUNCT	PRO ENS DIS CON NIL	Ik eet een banaan .
PRON VERB PUNCT	PRO ENS NIL	Wij zaaien .
PRON VERB ADP DET ADJ NOUN PUNCT	PRO EPS REL DEF IST CON NIL	Hij protesteerde tegen het nieuwe plan .
PROPN VERB DET NOUN ADP PROPN PUNCT	PER EPS DIS CON REL PER NIL	Tom kocht een cadeautje voor Mary .
PRON VERB DET NOUN ADP NOUN PUNCT	PRO EPS DIS CON REL CON NIL	Ik maakte een bureau van hout .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	Hij klopte op de deur .
PRON AUX ADV NUM NOUN VERB PUNCT	PRO FUT MOR QUC UOM EXS NIL	Het zal meer~dan duizend yen kosten .
PRON AUX DET NOUN PUNCT	QUE ENS DEF CON QUE	wat is de wisselkoers ?
PRON VERB NOUN PUNCT	PRO EPS CON NIL	Ik dronk melk .
PRON AUX DET NOUN PUNCT CCONJ PRON AUX NOUN PUNCT	PRO EPS DIS CON NIL BUT PRO PST IST NIL	Ze was een kind , maar ze was dapper .
DET NOUN VERB PUNCT	DST CON ENS EMP	Die hond stinkt !
ADV VERB NOUN ADP DET NOUN PUNCT	NIL ENS CON REL DEF CON NIL	Er is melk in de koelkast .
PRON NOUN AUX NOUN PUNCT	HAS CON NOW IST NIL	Mijn camera is waterdicht .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DIS CON REL DEF CON NIL	Ik hoorde een geluid in de slaapkamer .
PRON VERB PRON NOUN ADP DET NOUN PUNCT	PRO EPS HAS CON REL DEF CON NIL	Hij stak zijn mes in de boom .
PRON VERB NOUN PUNCT	PRO NOW IST NIL	Ik heb honger .
PRON AUX VERB PUNCT	PRO NOW EXT NIL	Ik ben teruggekomen .
PROPN AUX DET ADJ NOUN PUNCT	PER ENS DIS DEG ROL NIL	Aurélie is een jonge herderin .
PRON AUX DET NOUN PUNCT CCONJ PRON AUX ADV ADJ PUNCT	PRO EPS DIS CON NIL BUT PRO PST NOT IST NIL	Ze was een kind , maar ze was niet bang .
PROPN AUX DET VERB NOUN PUNCT	GPE ENS DIS IST CON NIL	Israël is een ontwikkeld land .
PROPN VERB DET NOUN CCONJ PROPN VERB PRON ADP DET NOUN PUNCT	PER EPS DEF CON COO PER EPS PRO REL DEF CON NIL	Tom speelde de hobo en Maria begeleidde hem op de piano .
PRON AUX NOUN PUNCT	PRO NOW IST NIL	Je bent fotogeniek .
DET NOUN AUX PRON PUNCT	HAS CON ENS PRX QUE	Wiens container is dit ?
PRON AUX ADP DET NOUN PUNCT	PRO ENS REL DEF CON NIL	Ik ben in de keuken .
PRON AUX VERB PUNCT	NIL NOW CLO NIL	Het is half~negen .
PRON VERB DET NOUN PUNCT	PRO ENS DIS ROL NIL	Ik ben een tennisspeler .
PROPN AUX NOUN DET VERB PUNCT	PER NOW CON PRG EXS NIL	Mary is tijd aan~het verliezen .
PROPN VERB ADP PROPN PUNCT	PER EPS REL PER NIL	Dickson werkte voor Edison .
PROPN AUX VERB ADP PROPN PUNCT	PER PST EXS REL GPE NIL	Nancy~Ianiero werd gedood in Mexico .
NOUN AUX DET ADJ NOUN PUNCT	ORG ENS DIS GPO CON NIL	Verdens~Gang is een Noorse krant .
PRON NOUN AUX VERB PUNCT	HAS CON PST EXS NIL	Mijn horloge was gestolen .
PRON AUX DET NOUN PROPN PUNCT	QUE NOW DEF CON EXT QUE	Wie heeft de boom geplant ?
DET NOUN PRON PRON VERB AUX PRON ADJ PUNCT	DEF CON AND PRO EXT NOW NOW IST NIL	De romans die hij geschreven heeft zijn interessant .
NOUN PROPN VERB ADP DET NOUN PUNCT	ROL PER ENS REL DIS CON NIL	Meneer Spencer werkt in een winkel .
PRON VERB NOUN NUM NOUN PUNCT	PRO EPS LES QUC UOM NIL	Dit kostte minder~dan vijftien dollar .
DET NOUN AUX DET NOUN ADJ PUNCT	PRX CON NOW QUC UOM MOR NIL	Deze schoen is een maat groter .
PRON AUX NUM NOUN VERB PUNCT	PRO PST QUC UOM EXS NIL	Hij werd 10.000 dollar betaald .
PRON AUX PRON NOUN PUNCT	DST ENS HAS CON NIL	Dat is mijn hond .
PRON AUX PRON NOUN PUNCT	QUE ENS HAS CON QUE	Wat is je voornaam ?
PRON VERB PROPN PROPN PROPN PROPN PUNCT	PRO ENS PER NIL LIT NIL NIL	Ze noemen Robert „ Bob ” .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DIS CON REL DEF CON NIL	Hij nam een foto van de koala .
PRON VERB DET NOUN ADV DET VERB PUNCT	PRO FUT DEF CON NOT ALT EXS NIL	Hij gaat de stad nooit meer bezoeken .
PRON AUX ADJ ADP PRON NOUN PUNCT	PRO NOW IST REL HAS ROL NIL	Ze is trots op haar dochter .
PRON VERB ADP PRON ADP PROPN PUNCT	PRO ENS REL PRO REL GPE NIL	Ik ga met u naar Hannover .
PRON AUX DET NOUN ADP NUM PUNCT	QUE EXS DEF CON REL QUC QUE	Wat is de wortel van 100 ?
PRON VERB ADV NUM NOUN PUNCT	PRO ENS APX QUC CON NIL	Ze heeft ongeveer 2000 boeken .
AUX PRON ADP PROPN PUNCT	ENS PRO REL GPE QUE	Ben ik in Londen ?
PRON AUX DET NOUN ADP DET NOUN PUNCT	QUE ENS DEF ROL REL DEF CON QUE	Wie is de uitvinder van de radio ?
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	Ik staarde naar de man .
PRON DET SCONJ PROPN ADJ PUNCT	AND CON NOT PER EPS NIL	Ieder een behalve Tom glimlachte .
PRON AUX NOUN PUNCT	PRO NOW CLO NIL	Het is vijf~voor~vier .
DET NOUN ADP PROPN AUX ADJ ADP PRON PUNCT	DEF CON REL GPE PST IST REL PRO NIL	De mensen in Brazilië waren trots op hem .
PROPN VERB DET NOUN ADP NOUN ADP PRON NOUN PUNCT	PER EPS DIS CON REL GPE REL HAS ROL NIL	Tom verbleef een week op Bali met zijn vriendin .
DET NOUN AUX NUM NOUN ADJ PUNCT	DEF CON NOW QUC UOM DEG NIL	De bibliotheek is tachtig jaar oud .
NOUN PUNCT VERB DET NOUN PUNCT	ROL PER EPS DEF CON NIL	Koning Henry~II verbood het steekspel .
PROPN VERB PROPN ADP PUNCT	PER EPS PER REL NIL	Berlinguer volgde Natta op .
NOUN VERB ADP PROPN PUNCT	PER EPS REL ORG NIL	Nelson~Beavers werkte voor Eurofins .
PRON AUX ADP DET NOUN ADV VERB PUNCT	PRO NOW REL DEF ROL EMP EXT NIL	Ik heb met de actrice zelf gesproken .
NOUN VERB ADP NOUN ADP NOUN PUNCT	CON ENS REL CON REL CON NIL	Bijen vliegen van bloem tot bloem .
PRON VERB ADP DET VERB NOUN PUNCT	PRO EPS REL DEF IST CON NIL	Hij klopte op de gesloten deur .
NUM CCONJ NUM AUX NUM PUNCT	QUC CON QUC EXS QUC NIL	Vijf plus twee is zeven .
PRON AUX VERB ADP DET NOUN PUNCT	PRO PST EXS REL DIS CON NIL	Hij werd aangevallen door een haai .
PRON AUX PRON NOUN PUNCT	PRO NOW PRG EXS NIL	Ik ben aan~het dutten .
PRON VERB DET NOUN NOUN PUNCT	PRO ENS AND CON CON NIL	Ze speelt iedere dag tennis .
PRON AUX NOUN VERB PUNCT	QUE NOW CON EXT QUE	Wie heeft radium ontdekt ?
PRON AUX VERB ADP DET NOUN PUNCT	PRO NOW EXT REL DIS ROL NIL	Ze is getrouwd met een muzikant .
DET NOUN AUX ADV ADJ SCONJ DET NOUN PUNCT	DST CON NOW NOT MOR REL DIS CON NIL	Dat radiootje is niet groter dan een lucifersdoosje .
X PUNCT AUX VERB ADP NOUN PUNCT	ORG NOW EXS REL GPE NIL	Apple~Inc. is gevestigd in San~Jose .
DET NOUN VERB NUM NOUN PUNCT	DEF CON EPS QUC UOM NIL	De oorlog duurde twee jaar .
DET NOUN VERB PRON ADJ PUNCT	PRX CON EPS PRO IST NIL	Dit antwoord maakte hem woedend .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	Hij klopte op de deur .
PROPN ADJ DET NOUN PUNCT	PER EPS DEF CON NIL	Tom morste de melk .
PRON AUX DET NOUN ADP DET NOUN ADP PROPN PUNCT	QUE EPS DEF CON REL DEF ROL REL PER QUE	Wat was de voornaam van de vader van Gottfried~Reinhardt ?
PROPN VERB PROPN DET NOUN PUNCT	PER EPS PER DIS CON NIL	Tom gaf Mary een banaan .
NOUN VERB NOUN PUNCT	CON EXS CON NIL	Katten vangen muizen .
DET NOUN AUX DET NOUN PUNCT	AND CON EQU DIS CON NIL	Een dolfijn is een zoogdier .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	Hij groef een gat .
PRON VERB PRON ADP DET NOUN PUNCT	PRO EPS PRO REF DEF CON NIL	Zij sloeg hem in het gezicht .
DET NOUN VERB ADP NOUN PUNCT	DEF CON EPS REL CLO NIL	De vergadering duurde tot vijf~uur .
PRON VERB PRON PUNCT	NOT EPS PRO NIL	Niemand begreep mij .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	Zij is gelukkig .
PROPN AUX DET NOUN VERB PUNCT	PER NOW DEF CON EXT NIL	Mary heeft de koe gemolken .
DET NOUN VERB ADV PUNCT	PRX CON ENS NOT NIL	Deze koptelefoons werken niet .
PROPN VERB NOUN PUNCT	PER ENS CON NIL	Tom speelt hockey .
DET NOUN AUX VERB ADP DET NOUN PUNCT	PRX CON NOW EXS REL DIS CON NIL	Deze film is gebaseerd op een roman .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DEF CON REL DEF CON NIL	Hij stak de sleutel in het slot .
PRON VERB NOUN ADP DET NOUN PUNCT	PRO EPS CON REL DEF CON NIL	Ze voegde melk bij de koffie .
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL DEF CON NIL	Tom kreunde van de pijn .
PROPN AUX VERB ADP NOUN PUNCT	ORG PST EXS REL ORG NIL	Cisco werd overgenomen door Infogear~Technology~Corp .
DET PROPN AUX NUM NOUN ADJ PUNCT	DEF GEO NOW QUC UOM DEG NIL	De Everglades is 75 kilometer breed .
DET NOUN VERB ADP NOUN PUNCT	DEF CON ENS REL CLO NIL	De school begint om half~negen .
PROPN VERB DET NOUN ADP PUNCT	PER EPS DEF CON REL NIL	John liep de kamer in .
PRON VERB SCONJ PRON PRON ADV VERB PUNCT	PRO EPS SUB PRO PRO NOT EPS NIL	Hij antwoordde dat hij het niet wist .
PRON VERB DET NOUN ADP PRON NOUN PUNCT	PRO EPS DIS CON REL HAS ROL NIL	Ze kocht een woordenboek voor haar zuster .
PRON VERB ADP PROPN VERB PUNCT	PRO ENS REL GPE EXS NIL	Ik wil naar Japan gaan .
DET PROPN NOUN PRON NOUN ADP DET NOUN PUNCT	DIS ROL EPS HAS CON REL DEF CON NIL	Een zakkenroller stal mijn portemonnee in de trein .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DIS CON EXT NIL	Ik heb een pizza besteld .
PRON VERB ADP DET VERB PUNCT	PRO ENS REL DIS CON NIL	Hij werkt in een lommerd .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DEF CON EXT NIL	Ze is de straat overgestoken .
PRON AUX ADV ADJ PUNCT	PRO PST NOT IST NIL	Het was niet persoonlijk .
PROPN AUX DET NOUN PUNCT	PER ENS DIS ROL NIL	Mary is een kluns .
PROPN VERB DET ADJ NOUN PUNCT	PER EPS DIS DEG CON NIL	John erfde een groot fortuin .
PROPN AUX DET NOUN VERB PUNCT	PER NOW DIS CON EXT NIL	Kate heeft een appeltaart gebakken .
PRON AUX ADJ ADP PRON ADJ NOUN PUNCT	PRO NOW IST REL HAS IST CON NIL	Ze is blij met haar nieuwe jurk .
